track name,artists names,artists ids,track popularity,artist ids,track id,release date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,follow,pop,num artist
Complicated (feat. Kiiara),"['Dimitri Vegas & Like Mike', 'David Guetta', 'Dimitri Vegas', 'Kiiara']","['73jBynjsVtofjRpdpRAJGk', '1Cs0zKBU1kc0i8ypK3B9ai', '2HkAI0YrEcgoR8QdaURqhO', '4u5smJBskI6Adzv08PuiUP']",63,"['73jBynjsVtofjRpdpRAJGk', '1Cs0zKBU1kc0i8ypK3B9ai', '2HkAI0YrEcgoR8QdaURqhO', '4u5smJBskI6Adzv08PuiUP']",1Sl3njkhhz8nrSPZroDQ82,2017-07-28,0.678,0.819,8,-3.306,1,0.0313,0.191,0,0.159,0.499,90.004,audio_features,1Sl3njkhhz8nrSPZroDQ82,184248,4,27971824,301,4
All Falls Down (feat. Juliander),"['Alan Walker', 'Noah Cyrus', 'Digital Farm Animals', 'Juliander']","['7vk5e3vY1uw9plTHJAMwjN', '55fhWPvDiMpLnE4ZzNXZyW', '5fyDppLDl1juIu1BcUT5zh', '4gvkdged3Xw3ImXFm3jiay']",68,"['7vk5e3vY1uw9plTHJAMwjN', '55fhWPvDiMpLnE4ZzNXZyW', '5fyDppLDl1juIu1BcUT5zh', '4gvkdged3Xw3ImXFm3jiay']",5yFSF6qQA1rcLsQRnBsZgb,2017-10-27,0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,audio_features,5yFSF6qQA1rcLsQRnBsZgb,199111,4,33614929,290,4
Tremor,"['Dimitri Vegas & Like Mike', 'Martin Garrix']","['73jBynjsVtofjRpdpRAJGk', '60d24wfXkVzDSfLS6hyCjZ']",0,"['73jBynjsVtofjRpdpRAJGk', '60d24wfXkVzDSfLS6hyCjZ']",3jyuxVS5upCDHrTZqFTeiY,2014-06-03,0.634,0.944,6,-4.186,0,0.0363,0.000356,0.779,0.937,0.391,127.981,audio_features,3jyuxVS5upCDHrTZqFTeiY,294387,4,18551248,156,2
My Life Is a Party - R.I.O. Edit,['ItaloBrothers'],['5nkYRuiIHg2xXHFC8bfosJ'],54,['5nkYRuiIHg2xXHFC8bfosJ'],3Ei9s72xX2vqf2Wa678hs4,2012-07-27,0.718,0.752,0,-4.766,1,0.0299,0.0558,0.00147,0.168,0.835,127.987,audio_features,3Ei9s72xX2vqf2Wa678hs4,207791,4,385936,67,1
I Can't Stop,['Flux Pavilion'],['7muzHifhMdnfN1xncRLOqk'],57,['7muzHifhMdnfN1xncRLOqk'],5WSL7UTa38jMWoBzObD4BD,2010,0.524,0.601,0,-13.399,0,0.0335,0.00108,0.601,0.398,0.314,139.972,audio_features,5WSL7UTa38jMWoBzObD4BD,305786,4,702236,64,1
Faded,['ZHU'],['28j8lBWDdDSHSSt5oPlsX2'],63,['28j8lBWDdDSHSSt5oPlsX2'],2GQEM9JuHu30sGFvRYeCxz,2014-09-11,0.867,0.477,9,-7.183,0,0.049,0.00843,0.175,0.113,0.614,124.979,audio_features,2GQEM9JuHu30sGFvRYeCxz,223480,4,751113,71,1
Untrue,['Tchami'],['1KpCi9BOfviCVhmpI4G2sY'],47,['1KpCi9BOfviCVhmpI4G2sY'],4Dp3yrEK6dQzr9oM2UtZgR,2014-04-18,0.68,0.869,4,-5.085,0,0.034,0.00326,0.818,0.261,0.403,121.028,audio_features,4Dp3yrEK6dQzr9oM2UtZgR,250413,4,362812,66,1
Ocarina,"['Dimitri Vegas & Like Mike', 'Wolfpack']","['73jBynjsVtofjRpdpRAJGk', '74ycentHh1YZrW5x4PLnox']",43,"['73jBynjsVtofjRpdpRAJGk', '74ycentHh1YZrW5x4PLnox']",52zeJeJrFqKmJBc4FK6767,2015-04-04,0.581,0.965,0,-5.985,0,0.0627,0.00435,0.707,0.0534,0.133,130.008,audio_features,52zeJeJrFqKmJBc4FK6767,294880,4,3207269,128,2
Bonfire,['Knife Party'],['2DuJi13MWHjRHrqRUwk8vH'],64,['2DuJi13MWHjRHrqRUwk8vH'],0QIYINh2AwmOmdu8CRYvlw,2012,0.536,0.944,1,-3.029,1,0.0867,0.000117,0.00345,0.353,0.589,174.031,audio_features,0QIYINh2AwmOmdu8CRYvlw,272078,4,886488,60,1
Five Hours,['Deorro'],['6VD4UEUPvtsemqD3mmTqCR'],65,['6VD4UEUPvtsemqD3mmTqCR'],6r7FXNO57mlZCBY6PXcZZT,2014-10-14,0.88,0.821,5,-2.545,0,0.118,0.0197,0.661,0.234,0.575,127.907,audio_features,6r7FXNO57mlZCBY6PXcZZT,326888,4,1163631,70,1
Tsunami - Original Mix,"['DVBBS', 'Borgeous']","['5X4LWwbUFNzPkEas04uU82', '4uiMn2g0pgTrhN096QJhbp']",0,"['5X4LWwbUFNzPkEas04uU82', '4uiMn2g0pgTrhN096QJhbp']",3felG0BIvmmOoCIeE2A5vq,2013-10-17,0.698,0.838,4,-5.371,0,0.0499,0.049,0.758,0.0892,0.289,128.004,audio_features,3felG0BIvmmOoCIeE2A5vq,236827,4,1523287,132,2
Toulouse,['Nicky Romero'],['5ChF3i92IPZHduM7jN3dpg'],0,['5ChF3i92IPZHduM7jN3dpg'],5X1AUaISN82uhF5DA7Ea3K,2013-04-15,0.746,0.944,5,-2.959,0,0.0951,0.113,0.354,0.343,0.553,127.977,audio_features,5X1AUaISN82uhF5DA7Ea3K,185625,4,2146130,70,1
Raise Your Weapon,['deadmau5'],['2CIMQHirSU0MQqyYHq0eOx'],51,['2CIMQHirSU0MQqyYHq0eOx'],4grUGQeAfNs6yQOdgEkncM,2010-12-06,0.507,0.699,1,-7.483,1,0.0814,0.0166,0.00172,0.112,0.0744,139.909,audio_features,4grUGQeAfNs6yQOdgEkncM,502909,4,2684710,69,1
Gecko,['Oliver Heldens'],['5nki7yRhxgM509M5ADlN1p'],41,['5nki7yRhxgM509M5ADlN1p'],5YXqDxHGDwdiYpQ2P5IKzL,2014-06-20,0.791,0.827,0,-6.647,1,0.0608,0.105,0.906,0.227,0.478,125.039,audio_features,5YXqDxHGDwdiYpQ2P5IKzL,166100,4,938817,73,1
Scary Monsters and Nice Sprites,['Skrillex'],['5he5w2lnU9x7JFhnwcekXX'],61,['5he5w2lnU9x7JFhnwcekXX'],4rwpZEcnalkuhPyGkEdhu0,2010-12-21,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,audio_features,4rwpZEcnalkuhPyGkEdhu0,243354,4,7969848,81,1
Take Over Control (feat. Eva Simons),"['Afrojack', 'Eva Simons']","['4D75GcNG95ebPtNvoNVXhz', '2d6W4cnC5XsVOaxtgaj9hA']",54,"['4D75GcNG95ebPtNvoNVXhz', '2d6W4cnC5XsVOaxtgaj9hA']",4iD3msRl5hJUBEtrQwnR4k,2011-01-04,0.735,0.699,0,-4.435,0,0.084,0.121,2.82e-05,0.0809,0.603,129.944,audio_features,4iD3msRl5hJUBEtrQwnR4k,220520,4,3888401,137,2
Miami 2 Ibiza,"['Swedish House Mafia', 'Tinie Tempah']","['1h6Cn3P4NGzXbaXidqURXs', '0Tob4H0FLtEONHU1MjpUEp']",41,"['1h6Cn3P4NGzXbaXidqURXs', '0Tob4H0FLtEONHU1MjpUEp']",75uAivmbuGRHrOaerbrg9y,2010-01-01,0.714,0.922,0,-5.882,1,0.0925,0.0107,1.89e-05,0.42,0.704,124.927,audio_features,75uAivmbuGRHrOaerbrg9y,177000,4,4299831,149,2
Teenage Crime - Axwell & Henrik B Remode,"['Adrian Lux', 'Axwell', 'Henrik B']","['5kp9Qhzri9LrDkzrtjt5Sh', '1xNmvlEiICkRlRGqlNFZ43', '1qM7ddO1J0S7eGGnuVmEXn']",34,"['5kp9Qhzri9LrDkzrtjt5Sh', '1xNmvlEiICkRlRGqlNFZ43', '1qM7ddO1J0S7eGGnuVmEXn']",09Mdm9ImPggKQebP23y0Jc,2010-09-28,0.576,0.912,7,-6.079,1,0.0402,0.00344,0.824,0.605,0.215,128.012,audio_features,09Mdm9ImPggKQebP23y0Jc,300013,4,1676581,151,3
Virus (How About Now) - Radio Edit,"['Martin Garrix', 'MOTi']","['60d24wfXkVzDSfLS6hyCjZ', '1vo8zHmO1KzkuU9Xxh6J7W']",56,"['60d24wfXkVzDSfLS6hyCjZ', '1vo8zHmO1KzkuU9Xxh6J7W']",6GLzN6o2fkOupy8e1vGzwp,2014-10-27,0.5,0.861,5,-4.834,0,0.0386,0.00104,0.479,0.791,0.0725,128.004,audio_features,6GLzN6o2fkOupy8e1vGzwp,199427,4,15623787,153,2
Epic,"['Sandro Silva', 'Quintino']","['53UXMZxwzQyV4j7tZaVF58', '1V3VTM7VspiQjcmRhC010n']",48,"['53UXMZxwzQyV4j7tZaVF58', '1V3VTM7VspiQjcmRhC010n']",5czjqNKeKd6OXtcAPbk0q3,2011-12-06,0.79,0.945,4,-2.343,0,0.0754,0.2,0.862,0.0705,0.154,128.025,audio_features,5czjqNKeKd6OXtcAPbk0q3,360000,4,677441,122,2
Zero 76,"['Tiësto', 'Hardwell']","['2o5jDhtHVPhrJdv3cEQ99Z', '6BrvowZBreEkXzJQMpL174']",38,"['2o5jDhtHVPhrJdv3cEQ99Z', '6BrvowZBreEkXzJQMpL174']",0KxzO6ZP8mq8Aml11XiVEO,2011-02-07,0.656,0.822,7,-7.335,1,0.0485,0.00891,0.935,0.0813,0.0392,127.997,audio_features,0KxzO6ZP8mq8Aml11XiVEO,365625,4,9742681,156,2
Blessed - Avicii Mix,"['Tom Hangs', 'Shermanology']","['6rLWD5vrN1ZaNU0peuEH7t', '4Siyzg8kWayQfPQsPSl6JI']",30,"['6rLWD5vrN1ZaNU0peuEH7t', '4Siyzg8kWayQfPQsPSl6JI']",6WaBSLUShG3BpQUpXr0CVR,2012-03-20,0.727,0.938,8,-5.318,0,0.0766,0.0254,0.671,0.0642,0.695,126.011,audio_features,6WaBSLUShG3BpQUpXr0CVR,407467,4,35959,97,2
How We Party,"['R3HAB', 'VINAI']","['6cEuCEZu7PAE9ZSzLLc2oQ', '4mrBetqy378Jf1y6NLszlx']",56,"['6cEuCEZu7PAE9ZSzLLc2oQ', '4mrBetqy378Jf1y6NLszlx']",6Yis2VwVcABCNVEutLgAf7,2014-08-15,0.649,0.99,11,-1.888,1,0.112,0.000744,0.328,0.0626,0.208,127.964,audio_features,6Yis2VwVcABCNVEutLgAf7,211875,4,2751875,151,2
Booyah,"['Showtek', 'We Are Loud', 'Sonny Wilson']","['3gk0OYeLFWYupGFRHqLSR7', '2INDI0xc49oGYTZC7fBZjX', '3gTl4XARdQR2Sy59osG0Ia']",57,"['3gk0OYeLFWYupGFRHqLSR7', '2INDI0xc49oGYTZC7fBZjX', '3gTl4XARdQR2Sy59osG0Ia']",30BBwDTjwHQf1ixFGaE2o2,2013-01-01,0.739,0.953,11,-2.624,1,0.133,0.00801,0.0104,0.0623,0.516,127.987,audio_features,30BBwDTjwHQf1ixFGaE2o2,311211,4,456503,176,3
Get Low,"['Dillon Francis', 'DJ Snake']","['5R3Hr2cnCCjt220Jmt2xLf', '540vIaP2JwjQb9dm3aArA4']",64,"['5R3Hr2cnCCjt220Jmt2xLf', '540vIaP2JwjQb9dm3aArA4']",3oZoXyU0SkDldgS7AcN4y4,2014-10-22,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101.033,audio_features,3oZoXyU0SkDldgS7AcN4y4,212773,4,8758174,153,2
Karate,"['R3HAB', 'KSHMR']","['6cEuCEZu7PAE9ZSzLLc2oQ', '2wX6xSig4Rig5kZU6ePlWe']",56,"['6cEuCEZu7PAE9ZSzLLc2oQ', '2wX6xSig4Rig5kZU6ePlWe']",6dMHdkQmWuDuDltWjBLJBd,2014-12-29,0.626,0.961,5,-3.587,1,0.0687,0.000407,0.0024,0.684,0.668,128.01,audio_features,6dMHdkQmWuDuDltWjBLJBd,210000,4,3905694,153,2
Knas,['Steve Angello'],['4FqPRilb0Ja0TKG3RS3y4s'],37,['4FqPRilb0Ja0TKG3RS3y4s'],6Wqk68h7bjH0ZAsmwaQIWo,2010,0.795,0.532,6,-6.712,1,0.0782,0.000917,0.69,0.104,0.312,127.992,audio_features,6Wqk68h7bjH0ZAsmwaQIWo,270692,4,560926,62,1
House Music,['Benny Benassi'],['4Ws2otunReOa6BbwxxpCt6'],37,['4Ws2otunReOa6BbwxxpCt6'],4VjF5wk5nudzf3kjBp6qRE,2011-06-07,0.675,0.994,10,-2.584,1,0.0974,0.00823,0.358,0.058,0.376,130.003,audio_features,4VjF5wk5nudzf3kjBp6qRE,242308,4,494873,69,1
Bangduck,['Afrojack'],['4D75GcNG95ebPtNvoNVXhz'],24,['4D75GcNG95ebPtNvoNVXhz'],6Ll92fcCQ7OOvresxl3sa4,2010-03-16,0.854,0.866,5,-4.552,0,0.0518,0.0269,0.667,0.0913,0.387,128.002,audio_features,6Ll92fcCQ7OOvresxl3sa4,362248,4,3803278,78,1
Alpha - Original Mix,['W&W'],['2rTo8KIkBTFjQS7VvaKYQ4'],36,['2rTo8KIkBTFjQS7VvaKYQ4'],1cYVDc1ka9MHCIWd8GBSho,2010-08-23,0.663,0.725,9,-9.879,0,0.109,0.00355,0.757,0.136,0.0399,136.002,audio_features,1cYVDc1ka9MHCIWd8GBSho,379989,4,775091,70,1
Cobra - Official Energy Anthem 2012,['Hardwell'],['6BrvowZBreEkXzJQMpL174'],37,['6BrvowZBreEkXzJQMpL174'],1sVXthKdGAnoZoFGWmL1bg,2011-10-24,0.684,0.923,9,-4.789,0,0.0765,0.000279,0.646,0.348,0.293,128.0,audio_features,1sVXthKdGAnoZoFGWmL1bg,406875,4,3558381,69,1
No Beef - Original Mix,"['Afrojack', 'Steve Aoki', 'Miss Palmer']","['4D75GcNG95ebPtNvoNVXhz', '77AiFEVeAVj2ORpC85QVJs', '2Vd2ZmSFVZ9LEwHeJ8vf7U']",36,"['4D75GcNG95ebPtNvoNVXhz', '77AiFEVeAVj2ORpC85QVJs', '2Vd2ZmSFVZ9LEwHeJ8vf7U']",0lLabtlVaHGaCqKHQpBrkP,2011-08-16,0.741,0.838,11,-5.181,0,0.0405,0.0229,0.309,0.0649,0.234,127.98,audio_features,0lLabtlVaHGaCqKHQpBrkP,361941,4,7433204,211,3
Toulouse - Radio Mix,['Nicky Romero'],['5ChF3i92IPZHduM7jN3dpg'],32,['5ChF3i92IPZHduM7jN3dpg'],4HQoLFMKdxlpEKhd0JVgtW,2020-03-16,0.746,0.944,5,-2.958,0,0.095,0.112,0.359,0.343,0.55,127.977,audio_features,4HQoLFMKdxlpEKhd0JVgtW,185625,4,2146130,70,1
Sunshine,"['David Guetta', 'Avicii']","['1Cs0zKBU1kc0i8ypK3B9ai', '1vCWHaC5f2uS3yhpwWbIA6']",46,"['1Cs0zKBU1kc0i8ypK3B9ai', '1vCWHaC5f2uS3yhpwWbIA6']",6oNRhdGxT0CiypPQHyDiKW,2011-08-24,0.584,0.802,1,-5.063,0,0.0436,0.000556,0.934,0.0415,0.273,128.019,audio_features,6oNRhdGxT0CiypPQHyDiKW,360960,4,45147117,175,2
Metropolis - Edit,"['David Guetta', 'Nicky Romero']","['1Cs0zKBU1kc0i8ypK3B9ai', '5ChF3i92IPZHduM7jN3dpg']",26,"['1Cs0zKBU1kc0i8ypK3B9ai', '5ChF3i92IPZHduM7jN3dpg']",1darGVlsVBNBimGzXWztxF,2011-08-24,0.628,0.988,2,-1.148,1,0.106,0.00357,0.03,0.416,0.666,128.01,audio_features,1darGVlsVBNBimGzXWztxF,190307,4,25961816,160,2
Titanium (feat. Sia),"['David Guetta', 'Sia']","['1Cs0zKBU1kc0i8ypK3B9ai', '5WUlDfRSoLAfcVSX1WnrxN']",63,"['1Cs0zKBU1kc0i8ypK3B9ai', '5WUlDfRSoLAfcVSX1WnrxN']",77TT8Xvx637TpzV8kKGkUw,2011-08-31,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,audio_features,77TT8Xvx637TpzV8kKGkUw,245040,4,46093318,179,2
Beautiful Now,"['Zedd', 'Jon Bellion']","['2qxJFvFYMEDqd7ui6kSAcq', '50JJSqHUf2RQ9xsHs0KMHg']",72,"['2qxJFvFYMEDqd7ui6kSAcq', '50JJSqHUf2RQ9xsHs0KMHg']",2ISSQPb9LHHiV6ng2NXosL,2015-05-18,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,audio_features,2ISSQPb9LHHiV6ng2NXosL,218293,4,6943436,153,2
Closer,"['The Chainsmokers', 'Halsey']","['69GGBxA162lTqCwzJG5jLp', '26VFTg2z8YR0cCuwLzESi2']",87,"['69GGBxA162lTqCwzJG5jLp', '26VFTg2z8YR0cCuwLzESi2']",7BKLCZ1jbUBVqRi2FVlTVw,2016-07-29,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,244960,4,35797293,173,2
Don't Look Down (feat. Usher),"['Martin Garrix', 'Usher']","['60d24wfXkVzDSfLS6hyCjZ', '23zg3TcAtWQy7J6upgbUnj']",67,"['60d24wfXkVzDSfLS6hyCjZ', '23zg3TcAtWQy7J6upgbUnj']",5M9jOReAKGZ2AttVefFjTY,2015-03-17,0.575,0.831,0,-5.972,1,0.0356,0.00406,0.000449,0.111,0.377,127.991,audio_features,5M9jOReAKGZ2AttVefFjTY,223140,4,24804900,164,2
Runaway - Radio Edit,['Pierce Fulton'],['5p0zkKpBuRguKebwRe0RI2'],46,['5p0zkKpBuRguKebwRe0RI2'],2eCjFwE5fwXttf6knCgX91,2014-05-27,0.608,0.871,7,-4.639,1,0.0512,0.0675,0,0.11,0.611,128.036,audio_features,2eCjFwE5fwXttf6knCgX91,193125,4,45406,51,1
17,['MK'],['1yqxFtPHKcGcv6SXZNdyT9'],68,['1yqxFtPHKcGcv6SXZNdyT9'],15DwFznkBJir7AK9PyMyRR,2017-09-01,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,audio_features,15DwFznkBJir7AK9PyMyRR,196489,4,236719,70,1
Body,"['Loud Luxury', 'Brando']","['6t1gpxYbY8OlLA7D2RiikQ', '5uEeqYFuIChoWKy34jp8xE']",75,"['6t1gpxYbY8OlLA7D2RiikQ', '5uEeqYFuIChoWKy34jp8xE']",21RzyxY3EFaxVy6K4RqaU9,2017-10-27,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,audio_features,21RzyxY3EFaxVy6K4RqaU9,163216,4,522466,139,2
Gold Skies,"['Sander van Doorn', 'Martin Garrix', 'DVBBS', 'Aleesia']","['22bukBZvUppuwQwmDz75Gz', '60d24wfXkVzDSfLS6hyCjZ', '5X4LWwbUFNzPkEas04uU82', '1KV1BqrUpebQPqVU2r89xc']",48,"['22bukBZvUppuwQwmDz75Gz', '60d24wfXkVzDSfLS6hyCjZ', '5X4LWwbUFNzPkEas04uU82', '1KV1BqrUpebQPqVU2r89xc']",5vQIaNoKsT4xkG1j2KFBFs,2014-07-01,0.559,0.815,9,-6.325,0,0.0445,0.00363,0.0719,0.668,0.209,128.001,audio_features,5vQIaNoKsT4xkG1j2KFBFs,328213,4,16697981,262,4
There for You,"['Martin Garrix', 'Troye Sivan']","['60d24wfXkVzDSfLS6hyCjZ', '3WGpXCj9YhhfX11TToZcXP']",71,"['60d24wfXkVzDSfLS6hyCjZ', '3WGpXCj9YhhfX11TToZcXP']",6jA8HL9i4QGzsj6fjoxp8Y,2017-05-26,0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,audio_features,6jA8HL9i4QGzsj6fjoxp8Y,221904,4,21787458,162,2
Don't Let Me Down,"['The Chainsmokers', 'Daya']","['69GGBxA162lTqCwzJG5jLp', '6Dd3NScHWwnW6obMFbl1BH']",82,"['69GGBxA162lTqCwzJG5jLp', '6Dd3NScHWwnW6obMFbl1BH']",1i1fxkWeaMmKEB4T7zqbzK,2016-02-05,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,1i1fxkWeaMmKEB4T7zqbzK,208373,4,20120917,160,2
Mayhem,"['Steve Aoki', 'Quintino']","['77AiFEVeAVj2ORpC85QVJs', '1V3VTM7VspiQjcmRhC010n']",62,"['77AiFEVeAVj2ORpC85QVJs', '1V3VTM7VspiQjcmRhC010n']",0Xz3DTcdZI01mjKfNZrsC1,2018-03-23,0.604,0.964,8,-4.713,1,0.033,0.00016,0.611,0.858,0.078,127.929,audio_features,0Xz3DTcdZI01mjKfNZrsC1,157031,4,4217204,144,2
Spaceman - Carnage Festival Trap Remix,['Hardwell'],['6BrvowZBreEkXzJQMpL174'],54,['6BrvowZBreEkXzJQMpL174'],5QcSDOm6mcvFDl7KBT1fHv,2012-12-29,0.712,0.497,11,-8.976,1,0.0777,0.0235,0.768,0.101,0.238,139.987,audio_features,5QcSDOm6mcvFDl7KBT1fHv,234160,4,3558381,69,1
All Around The World (La La La),"['R3HAB', 'A Touch Of Class']","['6cEuCEZu7PAE9ZSzLLc2oQ', '5wTdspmxzb8V4ZjvDodpBo']",77,"['6cEuCEZu7PAE9ZSzLLc2oQ', '5wTdspmxzb8V4ZjvDodpBo']",02itaCXOdC54J0ISjqqFAp,2019-04-05,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,audio_features,02itaCXOdC54J0ISjqqFAp,147840,4,2327838,147,2
Carry You Home (feat. StarGate & Aloe Blacc),"['Tiësto', 'Stargate', 'Aloe Blacc']","['2o5jDhtHVPhrJdv3cEQ99Z', '7KUri7klyLaIFXLcuuOMCd', '0id62QV2SZZfvBn9xpmuCl']",58,"['2o5jDhtHVPhrJdv3cEQ99Z', '7KUri7klyLaIFXLcuuOMCd', '0id62QV2SZZfvBn9xpmuCl']",6bolfjXj78EIQRB48C6QTc,2017-09-29,0.518,0.724,8,-6.327,1,0.0839,0.0308,0,0.116,0.334,121.884,audio_features,6bolfjXj78EIQRB48C6QTc,192731,4,6867630,211,3
Move for Me,"['Kaskade', 'deadmau5']","['6TQj5BFPooTa08A7pk8AQ1', '2CIMQHirSU0MQqyYHq0eOx']",38,"['6TQj5BFPooTa08A7pk8AQ1', '2CIMQHirSU0MQqyYHq0eOx']",2WapmUdFpzEo5QaghBR8xU,2014-07-22,0.561,0.771,1,-5.533,1,0.036,0.0344,0.000151,0.0756,0.211,128.025,audio_features,2WapmUdFpzEo5QaghBR8xU,235873,4,3553888,138,2
Strobe - Radio Edit,['deadmau5'],['2CIMQHirSU0MQqyYHq0eOx'],0,['2CIMQHirSU0MQqyYHq0eOx'],0DIekYoiwwr1kkTUGmQlSL,2009,0.656,0.662,8,-9.345,0,0.0307,8.12e-05,0.886,0.104,0.0712,128.022,audio_features,0DIekYoiwwr1kkTUGmQlSL,212067,4,2684710,69,1
Party Rock Anthem,"['LMFAO', 'Lauren Bennett', 'GoonRock']","['3sgFRtyBnxXD5ESfmbK4dl', '2jLE4BoXHriQ96JagEtiDP', '53sIBaVjXQhfH89Vu6nEGh']",71,"['3sgFRtyBnxXD5ESfmbK4dl', '2jLE4BoXHriQ96JagEtiDP', '53sIBaVjXQhfH89Vu6nEGh']",0IkKz2J93C94Ei4BvDop7P,2011-01-01,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,audio_features,0IkKz2J93C94Ei4BvDop7P,262173,4,3931037,202,3
Die Young,['Kesha'],['6LqNN22kT3074XbTVUrhzX'],81,['6LqNN22kT3074XbTVUrhzX'],7EQGXaVSyEDsCWKmUcfpLk,2012-11-30,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,audio_features,7EQGXaVSyEDsCWKmUcfpLk,211920,4,6972024,81,1
Club Can't Handle Me (feat. David Guetta),"['Flo Rida', 'David Guetta']","['0jnsk9HBra6NMjO2oANoPY', '1Cs0zKBU1kc0i8ypK3B9ai']",78,"['0jnsk9HBra6NMjO2oANoPY', '1Cs0zKBU1kc0i8ypK3B9ai']",6ebkx7Q5tTxrCxKq4GYj0Y,2010-11-24,0.616,0.869,0,-3.911,1,0.0327,0.0283,0,0.064,0.473,127.966,audio_features,6ebkx7Q5tTxrCxKq4GYj0Y,234560,4,32226613,173,2
Beautiful Heartbeat - Avicii Remix,"['MORTEN', 'Frida Sundemo', 'Avicii']","['19HFRWmRCl27kTk6LeqAO8', '5vuIOnOp6NI06rjLgTpYiY', '1vCWHaC5f2uS3yhpwWbIA6']",52,"['19HFRWmRCl27kTk6LeqAO8', '5vuIOnOp6NI06rjLgTpYiY', '1vCWHaC5f2uS3yhpwWbIA6']",051Njjyh3fUdOC83XtXMfB,2017-04-13,0.506,0.751,5,-5.647,1,0.0583,0.0352,4.19e-05,0.111,0.202,129.968,audio_features,051Njjyh3fUdOC83XtXMfB,314000,4,21412896,203,3
Last Chance,"['Kaskade', 'Project 46']","['6TQj5BFPooTa08A7pk8AQ1', '2RhRT6DNOVoDTfS0rG31pZ']",48,"['6TQj5BFPooTa08A7pk8AQ1', '2RhRT6DNOVoDTfS0rG31pZ']",1ags60Iq9M0vFlvSLAOZE4,2013-09-10,0.413,0.851,3,-4.69,0,0.0605,0.0613,0.0167,0.107,0.171,127.875,audio_features,1ags60Iq9M0vFlvSLAOZE4,258281,4,917890,118,2
Running Away,"['Aglet', 'Solomon Sprenger']","['7prLlCAF0EWIYxfGcdLYjM', '686n0UhIQQFQJGnCDwuooX']",23,"['7prLlCAF0EWIYxfGcdLYjM', '686n0UhIQQFQJGnCDwuooX']",6n3CVkA26Xm2ljlolcoo3N,2022-01-28,0.707,0.517,11,-9.27,0,0.081,0.00756,0.00416,0.0909,0.166,127.931,audio_features,6n3CVkA26Xm2ljlolcoo3N,169832,4,350,26,2
Until You Were Gone (feat. Emily Warren) - Skrux & Saturn Remix,"['The Chainsmokers', 'Tritonal', 'Emily Warren', 'Skrux & Saturn']","['69GGBxA162lTqCwzJG5jLp', '521qvhdobR0GzhvU6TFw76', '1oKdM70mJD8VvDOTKeS8t1', '0RgLPTD2eGuFuMT0Sp2Alu']",40,"['69GGBxA162lTqCwzJG5jLp', '521qvhdobR0GzhvU6TFw76', '1oKdM70mJD8VvDOTKeS8t1', '0RgLPTD2eGuFuMT0Sp2Alu']",1pgyHZNpzYB4aRUdD0dQgI,2015-12-18,0.529,0.692,1,-5.988,1,0.0363,0.0187,1.71e-05,0.127,0.29,139.96,audio_features,1pgyHZNpzYB4aRUdD0dQgI,240307,4,19046768,236,4
Here Tonight - Extended Mix,"['Dash Berlin', 'Jay Cosmic', 'Collin McLoughlin']","['1xT5p0VBpnZDrvVSjX9sri', '0p7L2MImTqtWEAlMN9qHYx', '6oKeE1UH8FizqNPScqM1NE']",48,"['1xT5p0VBpnZDrvVSjX9sri', '0p7L2MImTqtWEAlMN9qHYx', '6oKeE1UH8FizqNPScqM1NE']",6Ha2gDoMVDHaRjxxoS6qZJ,2014-08-29,0.557,0.841,7,-2.472,0,0.0427,0.108,0,0.337,0.189,127.98,audio_features,6Ha2gDoMVDHaRjxxoS6qZJ,241875,4,558674,148,3
The Moment (Novell),['Nicky Romero'],['5ChF3i92IPZHduM7jN3dpg'],0,['5ChF3i92IPZHduM7jN3dpg'],4xVy3g7qRlZ0UPTDjDsMz5,2016-10-07,0.528,0.563,3,-6.077,0,0.0318,0.0625,0,0.305,0.197,125.99,audio_features,4xVy3g7qRlZ0UPTDjDsMz5,200791,4,2146130,70,1
