track name,artists names,artists ids,track popularity,artist ids,track id,release date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,follow,pop,num artist
Move Your Body,"['Öwnboss', 'Sevek']","['37czgDRfGMvgRiUKHvnnhj', '0aOIluXr131XqrXFwFCFGT']",79,"['37czgDRfGMvgRiUKHvnnhj', '0aOIluXr131XqrXFwFCFGT']",6GomT970rCOkKAyyrwJeZi,2021-10-29,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,audio_features,6GomT970rCOkKAyyrwJeZi,157445,4,33326,130,2
Say Nothing (feat. MAY-A),"['Flume', 'MAY-A']","['6nxWCVXbOlEVRexSbLsTer', '5J8UACGRZtDb4WdOzo9YJN']",70,"['6nxWCVXbOlEVRexSbLsTer', '5J8UACGRZtDb4WdOzo9YJN']",424Uwmm1kNW07Ty1nOhSpl,2022-02-02,0.478,0.822,2,-1.961,0,0.0642,0.101,6.6e-05,0.12,0.309,130.058,audio_features,424Uwmm1kNW07Ty1nOhSpl,232959,4,2257551,136,2
You've Got To Let Go If You Want To Be Free,"['Disclosure', 'Zedd']","['6nS5roXSAGhTGr34W6n7Et', '2qxJFvFYMEDqd7ui6kSAcq']",72,"['6nS5roXSAGhTGr34W6n7Et', '2qxJFvFYMEDqd7ui6kSAcq']",5kVXjAxYDkN57tZQi0JKya,2022-01-28,0.658,0.908,4,-8.071,0,0.186,0.0335,0.0198,0.221,0.45,123.92,audio_features,5kVXjAxYDkN57tZQi0JKya,253787,4,7670191,158,2
Down Under (feat. Colin Hay),"['Luude', 'Colin Hay']","['20cmhoGvN0eyzhmsHJH1Mg', '5mxB08ktCukEhGMg2YZeEv']",86,"['20cmhoGvN0eyzhmsHJH1Mg', '5mxB08ktCukEhGMg2YZeEv']",7AVyve7cFYTd51ha5i9kE2,2021-11-19,0.308,0.861,11,-4.112,0,0.172,0.012,0.00103,0.277,0.0386,171.966,audio_features,7AVyve7cFYTd51ha5i9kE2,158774,4,125783,146,2
Beg For You (feat. Rina Sawayama),"['Charli XCX', 'Rina Sawayama']","['25uiPmTg16RbhZWAqwLBy5', '2KEqzdPS7M5YwGmiuPTdr5']",79,"['25uiPmTg16RbhZWAqwLBy5', '2KEqzdPS7M5YwGmiuPTdr5']",50ZFpw2wS6ERvLmW8TINhq,2022-01-27,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,audio_features,50ZFpw2wS6ERvLmW8TINhq,168053,4,3199711,150,2
Where Did You Go?,"['Jax Jones', 'MNEK']","['4Q6nIcaBED8qUel8bBx6Cr', '7uMh23xWiuR7zsNkuNcm2G']",51,"['4Q6nIcaBED8qUel8bBx6Cr', '7uMh23xWiuR7zsNkuNcm2G']",26KOUSe9W0ZsTxMgNfbmq1,2022-01-26,0.774,0.784,10,-4.549,1,0.0351,0.194,1.07e-05,0.293,0.533,127.042,audio_features,26KOUSe9W0ZsTxMgNfbmq1,177689,4,1251901,153,2
High,['The Chainsmokers'],['69GGBxA162lTqCwzJG5jLp'],83,['69GGBxA162lTqCwzJG5jLp'],3t4KHjd8uQpJJ2fa0fRIpR,2022-01-28,0.601,0.787,0,-6.178,1,0.031,0.0492,0,0.142,0.525,134.981,audio_features,3t4KHjd8uQpJJ2fa0fRIpR,175163,4,18777069,85,1
No Fun,"['Armin van Buuren', 'The Stickmen Project']","['0SfsnGyD8FpIN4U4WCkBZ5', '13wroZC00C9ix8fUR0JvaY']",52,"['0SfsnGyD8FpIN4U4WCkBZ5', '13wroZC00C9ix8fUR0JvaY']",2yYb6Ru1cwcDUBS4txRYQL,2021-11-19,0.731,0.904,10,-4.774,0,0.0349,0.00861,0.000164,0.0916,0.328,121.03,audio_features,2yYb6Ru1cwcDUBS4txRYQL,130413,4,4125567,140,2
Shinigami Eyes,['Grimes'],['053q0ukIDRgzwTr4vNSwab'],76,['053q0ukIDRgzwTr4vNSwab'],0YQEWdfq3ajtNtK106Dr0k,2022-01-26,0.632,0.691,9,-5.226,0,0.0603,0.00604,0.00149,0.19,0.0768,116.028,audio_features,0YQEWdfq3ajtNtK106Dr0k,159315,4,1589710,74,1
In Your Arms (For An Angel),"['Topic', 'Robin Schulz', 'Nico Santos', 'Paul van Dyk']","['0u6GtibW46tFX7koQ6uNJZ', '3t5xRXzsuZmMDkQzgOX35S', '3A9B6c1CrSPauiOblw7pWz', '7wU1naftD3lNq7rNsiDvOR']",75,"['0u6GtibW46tFX7koQ6uNJZ', '3t5xRXzsuZmMDkQzgOX35S', '3A9B6c1CrSPauiOblw7pWz', '7wU1naftD3lNq7rNsiDvOR']",5WOnsi0Bug74LmhxcPfKvR,2022-01-28,0.694,0.828,11,-4.653,0,0.0336,0.0399,0,0.0796,0.407,126.002,audio_features,5WOnsi0Bug74LmhxcPfKvR,150476,4,4003241,297,4
When I’m Gone (with Katy Perry),"['Alesso', 'Katy Perry']","['4AVFqumd2ogHFlRbKIjp1t', '6jJ0s89eD6GaHleKKya26X']",86,"['4AVFqumd2ogHFlRbKIjp1t', '6jJ0s89eD6GaHleKKya26X']",5902W4uHWzhtOff1UK7the,2021-12-29,0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,audio_features,5902W4uHWzhtOff1UK7the,161267,4,24348153,168,2
The Parade,"['Joel Corry', 'Da Hool']","['6DgP9otnZw5z6daOntINxp', '0wOXK4GjUAFUDhd7mvKBbW']",65,"['6DgP9otnZw5z6daOntINxp', '0wOXK4GjUAFUDhd7mvKBbW']",0B3H6se7MYo3D7BmzfvdVN,2022-02-04,0.793,0.886,10,-5.071,0,0.0445,0.000755,0.878,0.296,0.285,124.04,audio_features,0B3H6se7MYo3D7BmzfvdVN,158725,4,270084,137,2
Forget About Me,"['Aluna', 'Diplo', 'Durante', 'AlunaGeorge']","['5ITI6SEoUZMIXXkzCfr4oE', '5fMUXHkw8R8eOP2RNVYEZX', '1BqIPGrEhdjdLFpUzce2dh', '2VAnyOxzJuSAj7XIuEOT38']",69,"['5ITI6SEoUZMIXXkzCfr4oE', '5fMUXHkw8R8eOP2RNVYEZX', '1BqIPGrEhdjdLFpUzce2dh', '2VAnyOxzJuSAj7XIuEOT38']",6EafRI0UtUidrZbbKpFRYq,2022-01-14,0.721,0.894,3,-7.59,0,0.0488,0.0428,0.502,0.134,0.88,127.005,audio_features,6EafRI0UtUidrZbbKpFRYq,177638,4,2915185,280,4
Original Sin,['Sofi Tukker'],['586uxXMyD5ObPuzjtrzO1Q'],64,['586uxXMyD5ObPuzjtrzO1Q'],0fp6PDlnCkmdE0F3s0tfr6,2022-02-04,0.779,0.727,11,-8.59,0,0.053,0.165,0.0194,0.32,0.455,124.021,audio_features,0fp6PDlnCkmdE0F3s0tfr6,171599,4,601608,72,1
Sooner Or Later,['Years & Years'],['5vBSrE1xujD2FXYRarbAXc'],70,['5vBSrE1xujD2FXYRarbAXc'],2QLdrqojYq2yRKHqv6tXh1,2022-01-14,0.318,0.764,10,-4.102,1,0.0956,0.00712,0,0.0789,0.507,120.984,audio_features,2QLdrqojYq2yRKHqv6tXh1,200322,3,1822582,76,1
The Motto,"['Tiësto', 'Ava Max']","['2o5jDhtHVPhrJdv3cEQ99Z', '4npEfmQ6YuiwW1GpUmaq3F']",93,"['2o5jDhtHVPhrJdv3cEQ99Z', '4npEfmQ6YuiwW1GpUmaq3F']",18asYwWugKjjsihZ0YvRxO,2021-11-04,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,audio_features,18asYwWugKjjsihZ0YvRxO,164819,4,11029352,173,2
CTRL + ALT + DEL,['Rêve'],['06vEAqcicwoSBw85e8biJx'],72,['06vEAqcicwoSBw85e8biJx'],7ElC7VjUNl3oJ20Q5OpEh9,2021-09-17,0.779,0.763,5,-5.58,0,0.34,0.035,1.65e-06,0.112,0.869,119.94,audio_features,7ElC7VjUNl3oJ20Q5OpEh9,153167,4,5031,58,1
Call Me (with R3HAB & Timmy Trumpet),"['Gabry Ponte', 'R3HAB', 'Timmy Trumpet']","['5ENS85nZShljwNgg4wFD7D', '6cEuCEZu7PAE9ZSzLLc2oQ', '0CbeG1224FS58EUx4tPevZ']",74,"['5ENS85nZShljwNgg4wFD7D', '6cEuCEZu7PAE9ZSzLLc2oQ', '0CbeG1224FS58EUx4tPevZ']",1dt220OBbkTsYz1NLVKIaw,2022-01-14,0.398,0.956,2,-4.429,1,0.329,0.00935,0.0038,0.142,0.269,106.581,audio_features,1dt220OBbkTsYz1NLVKIaw,178310,4,3505032,238,3
Sextacy,['SIDEPIECE'],['5czbzNZZfWpyFgZyfT3Mkk'],65,['5czbzNZZfWpyFgZyfT3Mkk'],7Fbx8mVJy36dsVq9IYTRXu,2022-01-14,0.809,0.953,1,-4.793,0,0.048,0.00439,0.312,0.312,0.873,125.008,audio_features,7Fbx8mVJy36dsVq9IYTRXu,153600,4,29268,69,1
Melody,['Sigala'],['1IueXOQyABrMOprrzwQJWN'],75,['1IueXOQyABrMOprrzwQJWN'],6Owc2SuzwO3LW1SAODYK3l,2022-01-21,0.63,0.91,10,-2.681,0,0.058,0.0231,1.91e-06,0.125,0.525,123.017,audio_features,6Owc2SuzwO3LW1SAODYK3l,167142,4,1377745,77,1
Lonely (feat. Sananda Maitreya),"['Love Regenerator', 'Riva Starr', 'Calvin Harris', 'Sananda Maitreya']","['05KDKIpxshxrB9BMewaCBW', '1TRFAJu3Cw64APToZaGk9D', '7CajNmpbOovFoOoasH2HaY', '6RGxLsQUoGk5PLyMVwb3yE']",71,"['05KDKIpxshxrB9BMewaCBW', '1TRFAJu3Cw64APToZaGk9D', '7CajNmpbOovFoOoasH2HaY', '6RGxLsQUoGk5PLyMVwb3yE']",2tZaIi32T3Fwn6GqD8Jcii,2022-01-21,0.628,0.915,0,-3.91,1,0.0424,0.079,0.269,0.0847,0.569,123.97,audio_features,2tZaIi32T3Fwn6GqD8Jcii,170326,4,23020779,266,4
Human (feat. Echoes),"['John Summit', 'Echoes']","['7kNqXtgeIwFtelmRjWv205', '4pT84mlmySh9CkiGfJA9xV']",72,"['7kNqXtgeIwFtelmRjWv205', '4pT84mlmySh9CkiGfJA9xV']",4G4patpYxsF6ovHZOX9wgR,2021-11-24,0.544,0.856,5,-6.84,0,0.0314,0.00162,0.818,0.0763,0.233,125.992,audio_features,4G4patpYxsF6ovHZOX9wgR,219048,4,48476,126,2
Follow Me,"['Sam Feldt', 'Rita Ora']","['20gsENnposVs2I4rQ5kvrf', '5CCwRZC6euC8Odo6y9X8jr']",80,"['20gsENnposVs2I4rQ5kvrf', '5CCwRZC6euC8Odo6y9X8jr']",2Xy1UIVfOlukyye6Fd0wrI,2021-12-10,0.673,0.729,6,-4.879,1,0.0496,0.083,0,0.1,0.675,122.023,audio_features,2Xy1UIVfOlukyye6Fd0wrI,169672,4,7898721,158,2
Deja Vu,"['Oliver Heldens', 'Anabel Englund']","['5nki7yRhxgM509M5ADlN1p', '3ky8xBRraNNzxzXEw6Ga0c']",68,"['5nki7yRhxgM509M5ADlN1p', '3ky8xBRraNNzxzXEw6Ga0c']",5w7sO0tWXMmctwKnJZu24v,2021-12-03,0.87,0.532,7,-7.101,0,0.0951,0.127,8.65e-05,0.112,0.358,121.986,audio_features,5w7sO0tWXMmctwKnJZu24v,198704,4,965569,134,2
Age of Phase,['Bonobo'],['0cmWgDlu9CwTgxPhf403hb'],67,['0cmWgDlu9CwTgxPhf403hb'],0xIo8d1CLxARzQhaZwJ1RM,2022-01-14,0.706,0.697,6,-8.455,0,0.0361,0.316,0.763,0.0681,0.377,123.993,audio_features,0xIo8d1CLxARzQhaZwJ1RM,342053,4,1207773,72,1
I Wanna Run Away,"['R3HAB', 'Mr Eazi', 'Wafia']","['6cEuCEZu7PAE9ZSzLLc2oQ', '4TAoP0f9OuWZUesao43xUW', '0FL2d6iFFNAV3yBUbXjZ1U']",63,"['6cEuCEZu7PAE9ZSzLLc2oQ', '4TAoP0f9OuWZUesao43xUW', '0FL2d6iFFNAV3yBUbXjZ1U']",6QHKcbL8vrX0Ra3kKpNTVs,2021-12-10,0.736,0.656,1,-7.031,0,0.238,0.228,0.0134,0.178,0.223,104.083,audio_features,6QHKcbL8vrX0Ra3kKpNTVs,159231,4,3021391,215,3
Won’t Let You Go,"['Martin Garrix', 'Matisse & Sadko', 'John Martin']","['60d24wfXkVzDSfLS6hyCjZ', '2QMCcKIPHnjQaPPgoEst88', '2auikkNYqigWStoHWK1Grq']",72,"['60d24wfXkVzDSfLS6hyCjZ', '2QMCcKIPHnjQaPPgoEst88', '2auikkNYqigWStoHWK1Grq']",5UZA39t4lX42ApegVubl7f,2021-12-10,0.46,0.843,2,-5.164,0,0.0616,0.00623,0,0.16,0.276,125.982,audio_features,5UZA39t4lX42ApegVubl7f,217262,4,15537418,217,3
Running (feat. Meg Myers),"['Anyma', 'Meg Myers']","['4iBwchw0U0GZv5RfVYSMxN', '0W8xe7IqAPlnBRMUpWOUuJ']",57,"['4iBwchw0U0GZv5RfVYSMxN', '0W8xe7IqAPlnBRMUpWOUuJ']",7vHdp6gYkI0736fDSX1IBo,2021-12-07,0.699,0.803,9,-7.431,0,0.0434,0.0336,0.691,0.115,0.029,124.977,audio_features,7vHdp6gYkI0736fDSX1IBo,385437,4,223641,112,2
"Work (feat. Dave Giles II, Cor.Ece & Mike Dunn)","['Honey Dijon', 'Dave Giles II', 'Cor.Ece', 'Mike Dunn']","['0XfQBWgzisaS9ltDV9bXAS', '5tceE0eTO2p70lG8DTvehw', '7kBeFHrKwVJsFTP5wpRYEv', '55UOywvWbUD9c6C3NSGdft']",59,"['0XfQBWgzisaS9ltDV9bXAS', '5tceE0eTO2p70lG8DTvehw', '7kBeFHrKwVJsFTP5wpRYEv', '55UOywvWbUD9c6C3NSGdft']",3OZUrZBtQCiMmpoZquu0BS,2022-01-21,0.762,0.707,10,-7.306,0,0.0437,0.00251,0.00685,0.073,0.717,124.956,audio_features,3OZUrZBtQCiMmpoZquu0BS,181801,4,87633,189,4
California Dreamin' (feat. High Jinx),"['Chris Lorenzo', 'High Jinx']","['7tm9Tuc70geXOOyKhtZHIj', '0XFmkmsCbCoR7wlqaZdt64']",76,"['7tm9Tuc70geXOOyKhtZHIj', '0XFmkmsCbCoR7wlqaZdt64']",4ASOMWcJUrwEpjJy4GEijz,2021-10-08,0.685,0.911,9,-4.977,1,0.144,0.00552,0.0247,0.285,0.351,128.02,audio_features,4ASOMWcJUrwEpjJy4GEijz,196900,4,71304,129,2
I'm Into It,"['Paul Oakenfold', 'ZHU', 'Velvet Cash']","['5MO2kbaGGA2a8kL4c9qqHq', '28j8lBWDdDSHSSt5oPlsX2', '2JE4L1DVUHTozvwDFAQkZr']",51,"['5MO2kbaGGA2a8kL4c9qqHq', '28j8lBWDdDSHSSt5oPlsX2', '2JE4L1DVUHTozvwDFAQkZr']",4b3edA8m5ww2BUB5ahdX3q,2021-12-03,0.51,0.545,4,-8.591,0,0.0679,0.418,0.215,0.0741,0.149,125.008,audio_features,4b3edA8m5ww2BUB5ahdX3q,199000,4,925087,177,3
Still Sleepless,"['D.O.D', 'Carla Monroe']","['0Cs47vvRsPgEfliBU9KDiB', '4S9LNSZusH3XflT3g32bqB']",71,"['0Cs47vvRsPgEfliBU9KDiB', '4S9LNSZusH3XflT3g32bqB']",4vyG9ZhHT8MKJE5mTICMFC,2021-09-17,0.628,0.738,6,-5.045,0,0.0367,0.0156,0.281,0.153,0.699,125.928,audio_features,4vyG9ZhHT8MKJE5mTICMFC,162879,4,29037,119,2
Intimidated (feat. H.E.R.),"['KAYTRANADA', 'H.E.R.']","['6qgnBH6iDM91ipVXv28OMu', '3Y7RZ31TRPVadSFVy1o8os']",75,"['6qgnBH6iDM91ipVXv28OMu', '3Y7RZ31TRPVadSFVy1o8os']",0dFdGPVLs3k0z9ezYWZzUa,2021-11-19,0.738,0.75,11,-3.654,0,0.219,0.0167,0.00976,0.174,0.342,112.009,audio_features,0dFdGPVLs3k0z9ezYWZzUa,207840,4,5745180,154,2
Somebody To Love - Gorgon City Remix,"['Ben Kim', 'Gorgon City']","['0quOpHBDwcOmM5B9V3TPpL', '4VNQWV2y1E97Eqo2D5UTjx']",58,"['0quOpHBDwcOmM5B9V3TPpL', '4VNQWV2y1E97Eqo2D5UTjx']",4gJMsAYnnwNBsrhqjLWbWi,2022-01-21,0.691,0.849,1,-8.735,0,0.0456,0.0453,0.49,0.106,0.0345,123.978,audio_features,4gJMsAYnnwNBsrhqjLWbWi,282461,4,389622,124,2
Survive,"['Lane 8', 'Channy Leaneagh']","['27gtK7m9vYwCyJ04zz0kIb', '7KplcRAeeymaXY0iqrrbjo']",67,"['27gtK7m9vYwCyJ04zz0kIb', '7KplcRAeeymaXY0iqrrbjo']",5QZdeEHEHy1Jphbral0nbv,2022-01-21,0.362,0.534,1,-10.403,0,0.0498,0.435,0.93,0.0939,0.238,184.216,audio_features,5QZdeEHEHy1Jphbral0nbv,302439,3,294031,124,2
Typical (feat. Lars Martin),"['Alok', 'Steve Aoki', 'Lars Martin']","['0NGAZxHanS9e0iNHpR8f2W', '77AiFEVeAVj2ORpC85QVJs', '22GWBRw4EYd2qGvzDqzxXO']",60,"['0NGAZxHanS9e0iNHpR8f2W', '77AiFEVeAVj2ORpC85QVJs', '22GWBRw4EYd2qGvzDqzxXO']",2MsRkqapim4BgxBRqPAIob,2021-12-24,0.688,0.743,6,-4.262,0,0.0418,0.142,5.37e-06,0.11,0.306,125.015,audio_features,2MsRkqapim4BgxBRqPAIob,141312,4,14698682,219,3
A Drug From God,"['Chris Lake', 'NPC']","['5Igpc9iLZ3YGtKeYfSrrOE', '3YEsNNbHlb88K9QCog4R0Y']",69,"['5Igpc9iLZ3YGtKeYfSrrOE', '3YEsNNbHlb88K9QCog4R0Y']",4skbQNtyjy8A7mo8oqe2oD,2021-11-12,0.714,0.883,9,-4.43,1,0.0625,0.00819,0.843,0.231,0.819,126.016,audio_features,4skbQNtyjy8A7mo8oqe2oD,192455,4,225473,121,2
Fuck U Love U,['Alison Wonderland'],['11gWrKZMBsGQWmobv3oNfW'],65,['11gWrKZMBsGQWmobv3oNfW'],7AcfLjRYL1LeiUHUU302Fm,2021-12-02,0.519,0.794,9,-5.063,0,0.0419,0.00327,0.0056,0.0974,0.114,75.0,audio_features,7AcfLjRYL1LeiUHUU302Fm,198103,4,431661,63,1
Man On The Moon,"['Alan Walker', 'Benjamin Ingrosso']","['7vk5e3vY1uw9plTHJAMwjN', '7jEEE187pVG6InOxn03oA5']",80,"['7vk5e3vY1uw9plTHJAMwjN', '7jEEE187pVG6InOxn03oA5']",0zqBZqm5czQ3A4EoSdKFHj,2021-11-26,0.668,0.816,4,-5.648,0,0.0367,0.0557,1.02e-06,0.197,0.5,129.971,audio_features,0zqBZqm5czQ3A4EoSdKFHj,178625,4,32734926,155,2
Tell It To My Heart,"['MEDUZA', 'Hozier']","['0xRXCcSX89eobfrshSVdyu', '2FXC3k01G6Gw61bmprjgqS']",84,"['0xRXCcSX89eobfrshSVdyu', '2FXC3k01G6Gw61bmprjgqS']",46nvQpUDsxpS08UTFOeKTA,2021-10-29,0.539,0.715,11,-6.639,0,0.0595,0.0265,0,0.609,0.489,123.854,audio_features,46nvQpUDsxpS08UTFOeKTA,165524,4,5542163,162,2
Used to This,"['Wilkinson', 'Issey Cross']","['6m8itYST9ADjBIYevXSb1r', '5QrV5Vr4KdsyKtifvD6X1U']",72,"['6m8itYST9ADjBIYevXSb1r', '5QrV5Vr4KdsyKtifvD6X1U']",6IlL9Xlnm0Oq6wXSe6TH9v,2021-11-19,0.686,0.756,5,-3.888,0,0.0374,0.0314,0.0234,0.154,0.345,87.004,audio_features,6IlL9Xlnm0Oq6wXSe6TH9v,226207,4,190873,126,2
Moth To A Flame (with The Weeknd),"['Swedish House Mafia', 'The Weeknd']","['1h6Cn3P4NGzXbaXidqURXs', '1Xyo4u8uXC1ZmMpatF05PJ']",92,"['1h6Cn3P4NGzXbaXidqURXs', '1Xyo4u8uXC1ZmMpatF05PJ']",2gpWyfu7eZ01zzncHpxOtA,2021-10-22,0.542,0.659,8,-7.289,1,0.0389,0.00279,0,0.105,0.109,120.122,audio_features,2gpWyfu7eZ01zzncHpxOtA,234000,4,45088105,180,2
I Don't Wanna Leave,['RÜFÜS DU SOL'],['5Pb27ujIyYb33zBqVysBkj'],67,['5Pb27ujIyYb33zBqVysBkj'],0mWXMQ8hrrAJfxN7LG2Wsk,2021-10-21,0.528,0.608,2,-7.071,0,0.0283,0.0364,0.0194,0.112,0.0946,144.973,audio_features,0mWXMQ8hrrAJfxN7LG2Wsk,269480,4,936465,75,1
Your Body,"['DLMT', 'Famba', 'Kyra Mastro']","['5rG00A9pRANrMDzVI3DrmF', '5hXPnS34O3Kq3O8dkaE9FM', '0VijmgKPGaaOsmM6jWgbQJ']",63,"['5rG00A9pRANrMDzVI3DrmF', '5hXPnS34O3Kq3O8dkaE9FM', '0VijmgKPGaaOsmM6jWgbQJ']",4UV5qm4XHQETdXrVZjIsSU,2021-12-03,0.741,0.902,6,-4.695,0,0.0551,0.0633,0.337,0.143,0.743,125.004,audio_features,4UV5qm4XHQETdXrVZjIsSU,165120,4,32204,160,3
My Humps,"['Joshwa', 'Lee Foss']","['1PzAgFVk9v8cxn9flrqrv5', '44T94QQEc60Jf7kqGY6Rip']",74,"['1PzAgFVk9v8cxn9flrqrv5', '44T94QQEc60Jf7kqGY6Rip']",5WoBAyXaOnKEfvsZocrPeT,2021-10-29,0.842,0.673,9,-6.068,1,0.068,0.0307,0.0197,0.058,0.354,128.99,audio_features,5WoBAyXaOnKEfvsZocrPeT,186047,4,69527,120,2
Make Me Feel Good,"['Belters Only', 'Jazzy']","['1H1sDUWSlytzifZTDpKgUA', '7zAAwgV5Wqmvpb4GzvlRkP']",76,"['1H1sDUWSlytzifZTDpKgUA', '7zAAwgV5Wqmvpb4GzvlRkP']",4CUX44NA1CPEzd0ibMLQsL,2021-11-26,0.773,0.74,7,-8.169,0,0.0386,0.0627,0.00183,0.0829,0.504,124.014,audio_features,4CUX44NA1CPEzd0ibMLQsL,197473,4,1624,122,2
Dopamine (feat. Eyelar),"['Purple Disco Machine', 'Eyelar']","['2WBJQGf1bT1kxuoqziH5g4', '3u4qXYRgHgU7YtjZt9sduX']",26,"['2WBJQGf1bT1kxuoqziH5g4', '3u4qXYRgHgU7YtjZt9sduX']",0KzCNeuMVGXbnMbjX6ilCU,2021-08-27,0.689,0.797,11,-5.604,0,0.128,0.0537,0,0.212,0.855,117.982,audio_features,0KzCNeuMVGXbnMbjX6ilCU,216092,4,342967,142,2
Love Brand New,['Bob Moses'],['6LHsnRBUYhFyt01PdKXAF5'],63,['6LHsnRBUYhFyt01PdKXAF5'],1rJgKcK3ilp4xg7WxTs4RG,2022-01-14,0.483,0.851,11,-3.674,0,0.0693,0.00632,0.000277,0.141,0.202,92.94,audio_features,1rJgKcK3ilp4xg7WxTs4RG,198480,4,280033,65,1
edamame (feat. Rich Brian) - Diplo Remix,"['bbno$', 'Rich Brian', 'Diplo']","['41X1TR6hrK8Q2ZCpp2EqCz', '2IDLDx25HU1nQMKde4n61a', '5fMUXHkw8R8eOP2RNVYEZX']",72,"['41X1TR6hrK8Q2ZCpp2EqCz', '2IDLDx25HU1nQMKde4n61a', '5fMUXHkw8R8eOP2RNVYEZX']",1fvEC5ksBfgjGWVNP9eJ2t,2021-12-15,0.831,0.747,0,-5.334,1,0.0606,0.0114,0.0642,0.124,0.7,121.989,audio_features,1fvEC5ksBfgjGWVNP9eJ2t,175309,4,5407683,240,3
The Age Of Love - Charlotte de Witte & Enrico Sangiuliano Remix,"['Age Of Love', 'Charlotte de Witte', 'Enrico Sangiuliano']","['03tes5RhEvH2dX2eDeGnRn', '1lJhME1ZpzsEa5M0wW6Mso', '1u7DsNFbakULvxnDGtMm90']",68,"['03tes5RhEvH2dX2eDeGnRn', '1lJhME1ZpzsEa5M0wW6Mso', '1u7DsNFbakULvxnDGtMm90']",6X6Ow0iioCrYQSK1QDHQbC,2021-08-13,0.748,0.909,5,-8.322,0,0.0505,0.0576,0.89,0.0945,0.0617,130.0,audio_features,6X6Ow0iioCrYQSK1QDHQbC,489480,4,631919,170,3
The Don,"['System.Inc', 'Jax Jones', 'Stefflon Don']","['5CfCAv52QCxLv9bdlGIyUD', '4Q6nIcaBED8qUel8bBx6Cr', '2ExGrw6XpbtUAJHTLtUXUD']",61,"['5CfCAv52QCxLv9bdlGIyUD', '4Q6nIcaBED8qUel8bBx6Cr', '2ExGrw6XpbtUAJHTLtUXUD']",7dhiGKBm2pYVLAW4QF1z1E,2021-12-02,0.859,0.768,6,-8.367,0,0.255,0.134,0.00218,0.103,0.653,127.984,audio_features,7dhiGKBm2pYVLAW4QF1z1E,174399,4,1938859,200,3
Cleo - Edit,['Shygirl'],['3M3wTTCDwicRubwMyHyEDy'],62,['3M3wTTCDwicRubwMyHyEDy'],2AuwQ8Fjkvfidwq8AAZXpy,2021-10-26,0.609,0.614,8,-7.514,0,0.0288,0.0138,0.00673,0.166,0.361,126.025,audio_features,2AuwQ8Fjkvfidwq8AAZXpy,189371,4,120950,62,1
Gassed Up,"['Zeds Dead', 'Subtronics', 'Flowdan']","['67qogtRNI0GjUr8PlaG6Zh', '3NJ94iuAmmMjbszODYT6pO', '07CimrZi5vs9iEao47TNQ4']",65,"['67qogtRNI0GjUr8PlaG6Zh', '3NJ94iuAmmMjbszODYT6pO', '07CimrZi5vs9iEao47TNQ4']",6uwjDA0Qi6hk8C6lPJIMc9,2022-01-06,0.643,0.985,4,-1.848,0,0.41,0.0152,0.000965,0.311,0.182,140.029,audio_features,6uwjDA0Qi6hk8C6lPJIMc9,238286,4,689893,190,3
Getting Late (feat. Danni Carra),"['SLANDER', 'if found', 'Danni Carra']","['20DZAfCuP1TKZl5KcY7z3Q', '39W8ER2QJe2x3pKLIXTiwK', '1y2nMsmj0osjLiXHri15M1']",63,"['20DZAfCuP1TKZl5KcY7z3Q', '39W8ER2QJe2x3pKLIXTiwK', '1y2nMsmj0osjLiXHri15M1']",2wG7MgpfXMCzQcTPCt78Tb,2021-12-31,0.43,0.811,3,-2.712,1,0.0621,0.0315,0,0.315,0.238,159.988,audio_features,2wG7MgpfXMCzQcTPCt78Tb,231750,4,344035,175,3
Parallel Heartbreak,"['Moore Kismet', 'Pauline Herr']","['50uPj85gZxHFuFOlNBnnr5', '66VgJGpaRMwrNaS2MPqIDf']",57,"['50uPj85gZxHFuFOlNBnnr5', '66VgJGpaRMwrNaS2MPqIDf']",5zGOmNgWKgfzn9YcGsNQFx,2022-01-07,0.495,0.545,8,-5.76,1,0.118,0.228,2.17e-06,0.254,0.398,77.572,audio_features,5zGOmNgWKgfzn9YcGsNQFx,202403,4,32454,103,2
Disconnected,"['James Hype', 'Tita Lau']","['43BxCL6t4c73BQnIJtry5v', '5g93IJMEpfC68NUaeVjr4h']",65,"['43BxCL6t4c73BQnIJtry5v', '5g93IJMEpfC68NUaeVjr4h']",3MK2rvp7XjarzRKFrPGMOb,2021-12-10,0.842,0.811,2,-6.476,1,0.109,0.00579,0.176,0.0702,0.594,125.995,audio_features,3MK2rvp7XjarzRKFrPGMOb,194524,4,123381,121,2
