track name,artists names,artists ids,track popularity,artist ids,track id,release date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,follow,pop,num artist,genre
THE SCOTTS,"['THE SCOTTS', 'Travis Scott', 'Kid Cudi']","['2PaZWGu5T5nHjY2xxAkFsT', '0Y5tJX1MQlPlqiwlOH1tJY', '0fA0VVWsXO9YnASrzqfmYu']",80,"['2PaZWGu5T5nHjY2xxAkFsT', '0Y5tJX1MQlPlqiwlOH1tJY', '0fA0VVWsXO9YnASrzqfmYu']",39Yp9wwQiSRIDOvrVg7mbk,2020-04-24,0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,audio_features,39Yp9wwQiSRIDOvrVg7mbk,165978,4,25629784,243,3,hiphop
Hot (feat. Gunna),"['Young Thug', 'Gunna']","['50co4Is1HCEo8bhOyUWKpn', '2hlmm7s2ICUX0LVIhVFlZQ']",75,"['50co4Is1HCEo8bhOyUWKpn', '2hlmm7s2ICUX0LVIhVFlZQ']",5Z8HZM6iQMhhqyPcCGY5g9,2019-08-16,0.855,0.651,0,-8.044,0,0.235,0.063,0,0.0772,0.559,111.997,audio_features,5Z8HZM6iQMhhqyPcCGY5g9,193027,4,10979589,183,2,hiphop
9 Bridge,"['Rowdy Rebel', 'A Boogie Wit da Hoodie']","['6LXRvV2OAtXF7685fzh3mj', '31W5EY0aAly4Qieq6OFu6I']",62,"['6LXRvV2OAtXF7685fzh3mj', '31W5EY0aAly4Qieq6OFu6I']",2sHekv6OdEiO4htSjdB9j4,2021-05-14,0.642,0.589,5,-7.392,0,0.302,0.124,0,0.0868,0.72,95.543,audio_features,2sHekv6OdEiO4htSjdB9j4,147963,5,6404816,152,2,hiphop
Grey Area,['2 Chainz'],['17lzZA2AlOHwCwFALHttmp'],65,['17lzZA2AlOHwCwFALHttmp'],6jzW19SQaLj1kLArvipGQZ,2020-11-13,0.897,0.767,11,-4.544,1,0.0959,0.0679,0.000364,0.129,0.675,134.913,audio_features,6jzW19SQaLj1kLArvipGQZ,171838,4,6946759,83,1,hiphop
Switches & Dracs (with Lil Durk feat. EST Gee),"['Moneybagg Yo', 'Lil Durk', 'EST Gee']","['3tJoFztHeIJkJWMrx0td2f', '3hcs9uc56yIGFCSy9leWe7', '4FlG0V0jhLO4qGpayFOphj']",73,"['3tJoFztHeIJkJWMrx0td2f', '3hcs9uc56yIGFCSy9leWe7', '4FlG0V0jhLO4qGpayFOphj']",4c7LkE1lSNj3RR4cZo0jEi,2021-10-22,0.772,0.563,11,-8.188,0,0.452,0.0107,0,0.304,0.521,160.064,audio_features,4c7LkE1lSNj3RR4cZo0jEi,133631,4,6471353,243,3,hiphop
Nonstop,['Drake'],['3TVXtAsR1Inumwj472S9r4'],81,['3TVXtAsR1Inumwj472S9r4'],0TlLq3lA83rQOYtrqBqSct,2018-06-29,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,audio_features,0TlLq3lA83rQOYtrqBqSct,238614,4,61163654,98,1,hiphop
Push It (feat. Young Thug),"['NLE Choppa', 'Young Thug']","['0ErzCpIMyLcjPiwT4elrtZ', '50co4Is1HCEo8bhOyUWKpn']",75,"['0ErzCpIMyLcjPiwT4elrtZ', '50co4Is1HCEo8bhOyUWKpn']",1s3etXt5RKVEuC14ugwmHy,2022-01-28,0.885,0.678,7,-6.456,1,0.359,0.044,0,0.0899,0.755,127.935,audio_features,1s3etXt5RKVEuC14ugwmHy,210143,4,11225549,174,2,hiphop
Kash App (feat. Mulatto),"['BRS Kash', 'Latto']","['5jJjvmEwRr8epuGZq4eUUa', '3MdXrJWsbVzdn6fe5JYkSQ']",56,"['5jJjvmEwRr8epuGZq4eUUa', '3MdXrJWsbVzdn6fe5JYkSQ']",5rcCDtgYpgcrz6NMg4N1Cb,2021-01-21,0.777,0.815,1,-5.365,1,0.0609,0.0598,0,0.0768,0.495,101.984,audio_features,5rcCDtgYpgcrz6NMg4N1Cb,137034,4,742111,128,2,hiphop
Aim For The Moon (feat. Quavo),"['Pop Smoke', 'Quavo']","['0eDvMgVFoNV3TpwtrVCoTj', '0VRj0yCOv2FXJNP47XQnx5']",60,"['0eDvMgVFoNV3TpwtrVCoTj', '0VRj0yCOv2FXJNP47XQnx5']",25Wq1OwZyKLMjVNXIhzVlV,2020-07-20,0.713,0.605,11,-7.487,1,0.107,0.497,3.46e-06,0.115,0.432,142.025,audio_features,25Wq1OwZyKLMjVNXIhzVlV,175756,4,14827833,171,2,hiphop
Afterlife,['Tee Grizzley'],['6AUl0ykLLpvTktob97x9hO'],66,['6AUl0ykLLpvTktob97x9hO'],2l9m4igR1iU8tqTgVWtjwp,2022-01-28,0.797,0.881,2,-3.592,1,0.19,0.0525,3.82e-05,0.0948,0.485,135.962,audio_features,2l9m4igR1iU8tqTgVWtjwp,149305,4,2738594,73,1,hiphop
Still Tippin' (feat. Slim Thug and Paul Wall),"['Mike Jones', 'Paul Wall', 'Slim Thug']","['07VmOvmuBp9G0gb8BTrpn0', '0k7Xl1pqI3tu8sSEjo5oEg', '0st5vgzw9XkH5ALJiUM1lE']",72,"['07VmOvmuBp9G0gb8BTrpn0', '0k7Xl1pqI3tu8sSEjo5oEg', '0st5vgzw9XkH5ALJiUM1lE']",59rtiYOPgMEDf3yPEfU2la,2005-04-19,0.86,0.861,6,-7.131,0,0.307,0.0361,4.07e-05,0.113,0.79,143.184,audio_features,59rtiYOPgMEDf3yPEfU2la,271053,4,1812199,194,3,hiphop
Soul Survivor,"['Jeezy', 'Akon']","['4yBK75WVCQXej1p04GWqxH', '0z4gvV4rjIZ9wHck67ucSV']",69,"['4yBK75WVCQXej1p04GWqxH', '0z4gvV4rjIZ9wHck67ucSV']",0Ss50OU9tCozI7JIywkv14,2005,0.682,0.483,10,-7.718,1,0.0451,0.00103,0,0.159,0.108,84.012,audio_features,0Ss50OU9tCozI7JIywkv14,280013,4,5105951,158,2,hiphop
Stay Schemin,"['Rick Ross', 'Drake', 'French Montana']","['1sBkRIssrMs1AbVkOJbc7a', '3TVXtAsR1Inumwj472S9r4', '6vXTefBL93Dj5IqAWq6OTv']",68,"['1sBkRIssrMs1AbVkOJbc7a', '3TVXtAsR1Inumwj472S9r4', '6vXTefBL93Dj5IqAWq6OTv']",0nq6sfr8z1R5KJ4XUk396e,2012-01-01,0.541,0.734,7,-4.232,0,0.166,0.0621,0,0.12,0.321,162.304,audio_features,0nq6sfr8z1R5KJ4XUk396e,267720,4,71119692,260,3,hiphop
"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix","['Boosie Badazz', 'Webbie', 'Foxx']","['6z7xFFHxYkE9t8bwIF0Bvg', '6aIm51fHkokqlJn2vzNTH8', '2l6Z31DakUv5Gl9yQPbLEl']",65,"['6z7xFFHxYkE9t8bwIF0Bvg', '6aIm51fHkokqlJn2vzNTH8', '2l6Z31DakUv5Gl9yQPbLEl']",6D1CstH1YvzNN8cPd9ay9Q,2007-05-15,0.836,0.906,1,-2.902,1,0.279,0.000426,0,0.227,0.718,165.091,audio_features,6D1CstH1YvzNN8cPd9ay9Q,272347,4,2806135,180,3,hiphop
Int'l Players Anthem (I Choose You) (feat. Outkast),"['UGK', 'Outkast']","['6ZhjJOJXXwnPS8PrXdmjLw', '1G9G7WwrXka3Z1r7aIDjI7']",68,"['6ZhjJOJXXwnPS8PrXdmjLw', '1G9G7WwrXka3Z1r7aIDjI7']",4ns1XFP3W5JPyzvnAjMdHD,2007-08-07,0.675,0.68,4,-5.01,0,0.256,0.0655,0,0.354,0.845,155.698,audio_features,4ns1XFP3W5JPyzvnAjMdHD,259040,4,2609739,143,2,hiphop
Knuck If You Buck (feat. Lil' Scrappy),"['Crime Mob', 'Lil Scrappy']","['5A7d4sfe5ZY1RRf90zlUeo', '5einkgXXrjhfYCyac1FANB']",64,"['5A7d4sfe5ZY1RRf90zlUeo', '5einkgXXrjhfYCyac1FANB']",0RZXNlGPvfMo54fd6uCvAT,2004-07-13,0.865,0.844,8,-4.946,1,0.311,0.0582,0,0.373,0.755,150.09,audio_features,0RZXNlGPvfMo54fd6uCvAT,205120,4,948738,108,2,hiphop
Stuntin' Like My Daddy - Street,"['Birdman', 'Lil Wayne']","['35sCXuy5gN6Or69rZ9vqBs', '55Aa2cqylxrFIXC767Z865']",64,"['35sCXuy5gN6Or69rZ9vqBs', '55Aa2cqylxrFIXC767Z865']",3rMyMv8EjKXoPnaRo2hdJN,2006-01-01,0.71,0.881,5,-6.648,0,0.0398,0.00908,0,0.162,0.809,160.011,audio_features,3rMyMv8EjKXoPnaRo2hdJN,267293,4,12586031,162,2,hiphop
Vica Versa,['Pastor Troy'],['3D04N2X2w6vUGeyG94FBaY'],56,['3D04N2X2w6vUGeyG94FBaY'],6KoK723c5pmYKiHvH69JDr,2001-01-01,0.801,0.68,1,-2.362,1,0.0309,0.00364,0,0.0783,0.204,142.1,audio_features,6KoK723c5pmYKiHvH69JDr,263440,4,440338,52,1,hiphop
Get Throwed,['Bun B'],['45a6gCQWq61lIUDmr1tKuO'],59,['45a6gCQWq61lIUDmr1tKuO'],1BLz7nBzRElSPfg3ndJkHz,2005,0.704,0.803,7,-4.77,1,0.351,0.165,0,0.54,0.529,124.087,audio_features,1BLz7nBzRElSPfg3ndJkHz,233840,4,728848,63,1,hiphop
A Milli,['Lil Wayne'],['55Aa2cqylxrFIXC767Z865'],73,['55Aa2cqylxrFIXC767Z865'],6ScJMrlpiLfZUGtWp4QIVt,2008-06-10,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,audio_features,6ScJMrlpiLfZUGtWp4QIVt,221840,4,11616818,90,1,hiphop
Lemonade,['Gucci Mane'],['13y7CgLHjMVRMDqxdx0Xdo'],64,['13y7CgLHjMVRMDqxdx0Xdo'],6rUcS9i07F6okIe8wujs5J,2009-12-04,0.741,0.658,7,-7.758,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057,audio_features,6rUcS9i07F6okIe8wujs5J,246013,4,4189499,82,1,hiphop
Never Scared (feat. Killer Mike & T.I.) - Club Mix,"['Bone Crusher', 'Killer Mike', 'T.I.']","['6cwlhbT6PnscdmUYCLUJsa', '2N4EYkIlG1kv25g6Wv8LGI', '4OBJLual30L7gRl5UkeRcT']",58,"['6cwlhbT6PnscdmUYCLUJsa', '2N4EYkIlG1kv25g6Wv8LGI', '4OBJLual30L7gRl5UkeRcT']",4kmIO0yPq92dXtKCL28RfC,2003-04-29,0.586,0.927,11,-4.077,0,0.194,0.00924,1.85e-06,0.344,0.528,73.023,audio_features,4kmIO0yPq92dXtKCL28RfC,316133,4,4541352,184,3,hiphop
Grove St. Party (feat. Kebo Gotti),"['Waka Flocka Flame', 'Kebo Gotti']","['6f4XkbvYlXMH0QgVRzW0sM', '00UOluVoYY4F2blO5DmgRj']",64,"['6f4XkbvYlXMH0QgVRzW0sM', '00UOluVoYY4F2blO5DmgRj']",2e9EZ2V5QGGZPMJacO3y0Y,2010-10-01,0.705,0.702,0,-4.783,0,0.108,0.138,0,0.364,0.771,140.059,audio_features,2e9EZ2V5QGGZPMJacO3y0Y,250493,4,2359679,118,2,hiphop
Swag Surfin',['F.L.Y. (Fast Life Yungstaz)'],['0zOuQuYGGcrtDYYy3YFDMr'],59,['0zOuQuYGGcrtDYYy3YFDMr'],5ItzU5pBrFmRUudfr5RkJP,2009-01-01,0.731,0.927,11,-5.663,0,0.0408,0.015,0,0.103,0.669,143.987,audio_features,5ItzU5pBrFmRUudfr5RkJP,249920,4,5960,44,1,hiphop
Some Cut (feat. Cutty),"['Trillville', 'Cutty']","['3jahzTuztFVegfKXChatkY', '3jhkLfgJKRu9Lb0AQd7fkB']",54,"['3jahzTuztFVegfKXChatkY', '3jhkLfgJKRu9Lb0AQd7fkB']",07u02f6biDHx5VexfAs41b,2004-02-24,0.901,0.512,1,-6.468,1,0.37,0.00273,0,0.0979,0.638,85.015,audio_features,07u02f6biDHx5VexfAs41b,283387,4,260099,94,2,hiphop
Hustler Musik,['Lil Wayne'],['55Aa2cqylxrFIXC767Z865'],61,['55Aa2cqylxrFIXC767Z865'],2334WaCjswLcRIRgTTPWaZ,2005-01-01,0.661,0.746,8,-2.223,0,0.25,0.362,0,0.454,0.678,83.935,audio_features,2334WaCjswLcRIRgTTPWaZ,303667,4,11616818,90,1,hiphop
No Problem,['Lil Scrappy'],['5einkgXXrjhfYCyac1FANB'],54,['5einkgXXrjhfYCyac1FANB'],0EgigrGFGb4PHaVNb7fgK7,2009-08-21,0.858,0.731,1,-7.224,1,0.237,0.053,0,0.15,0.139,85.984,audio_features,0EgigrGFGb4PHaVNb7fgK7,214213,4,617093,56,1,hiphop
Hustlin',['Rick Ross'],['1sBkRIssrMs1AbVkOJbc7a'],72,['1sBkRIssrMs1AbVkOJbc7a'],3hQCHzkE5oSA3F1xM8bpcM,2006-01-01,0.502,0.652,9,-7.224,1,0.3,0.0848,0,0.0675,0.648,136.08,audio_features,3hQCHzkE5oSA3F1xM8bpcM,254093,4,5609411,82,1,hiphop
Ice Cream Paint Job,['Dorrough Music'],['5MAp6rMiUJjRLXMWtArXRS'],63,['5MAp6rMiUJjRLXMWtArXRS'],57QFOU3f7O0gDLadxv5z8w,2009-08-04,0.851,0.598,0,-8.356,1,0.439,0.000595,0,0.343,0.654,180.046,audio_features,57QFOU3f7O0gDLadxv5z8w,237320,4,54349,51,1,hiphop
Poppin' My Collar (feat. Project Pat),"['Three 6 Mafia', 'Project Pat']","['26s8LSolLfCIY88ysQbIuT', '08Ld63UgKrJ0nZnCkzHtzc']",62,"['26s8LSolLfCIY88ysQbIuT', '08Ld63UgKrJ0nZnCkzHtzc']",5zd9TgduWbfFXwgnm3K3Rz,2006-06-20,0.729,0.795,7,-4.579,1,0.144,0.354,0,0.536,0.856,146.747,audio_features,5zd9TgduWbfFXwgnm3K3Rz,176880,4,1564808,146,2,hiphop
Sittin' Sidewayz (feat. Big Pokey),"['Paul Wall', 'Big Pokey']","['0k7Xl1pqI3tu8sSEjo5oEg', '1J6iGa2TNBDCrJzjsnI1a8']",63,"['0k7Xl1pqI3tu8sSEjo5oEg', '1J6iGa2TNBDCrJzjsnI1a8']",24PWKmemCvqfyVXODhoKHW,2005-07-19,0.721,0.621,1,-4.378,1,0.306,0.00469,0.0103,0.199,0.568,159.967,audio_features,24PWKmemCvqfyVXODhoKHW,228933,4,800460,117,2,hiphop
Still Fly,['Big Tymers'],['4jWGfUCFeTu5e0wprRhHXR'],66,['4jWGfUCFeTu5e0wprRhHXR'],563vSy3HB5NHxel1VGQCW6,2002-01-01,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97e-06,0.339,0.56,177.928,audio_features,563vSy3HB5NHxel1VGQCW6,335613,4,482700,55,1,hiphop
I'm a Thug,['Trick Daddy'],['12FHARd9fY0Tu0ila4Ua25'],61,['12FHARd9fY0Tu0ila4Ua25'],6j2aNuhJJUnRj6UHcvn5PI,2001-03-20,0.933,0.561,11,-5.961,1,0.122,0.0275,0,0.102,0.586,139.976,audio_features,6j2aNuhJJUnRj6UHcvn5PI,254400,4,825149,62,1,hiphop
Welcome to Atlanta (feat. Ludacris),"['Jermaine Dupri', 'Ludacris']","['6nfYGe7IIuuP5bMY1jkJP6', '3ipn9JLAPI5GUEo4y4jcoi']",60,"['6nfYGe7IIuuP5bMY1jkJP6', '3ipn9JLAPI5GUEo4y4jcoi']",19VTqucnxJuH6kilNdweTh,2001-10-30,0.751,0.786,3,-7.441,0,0.383,0.0126,0,0.107,0.679,95.989,audio_features,19VTqucnxJuH6kilNdweTh,200840,4,2673822,142,2,hiphop
It's Goin' Down (feat. Nitti),"['Yung Joc', 'Nitti']","['23LbwefIODbyGdRbAz3urj', '5jx1ZcYEEgdi86Gzc4T7Jq']",68,"['23LbwefIODbyGdRbAz3urj', '5jx1ZcYEEgdi86Gzc4T7Jq']",05Sgj1Hx03ZXc57gsV1kfX,2006-06-06,0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003,audio_features,05Sgj1Hx03ZXc57gsV1kfX,241840,4,634126,120,2,hiphop
John,"['Lil Wayne', 'Rick Ross']","['55Aa2cqylxrFIXC767Z865', '1sBkRIssrMs1AbVkOJbc7a']",5,"['55Aa2cqylxrFIXC767Z865', '1sBkRIssrMs1AbVkOJbc7a']",7HaggpJGAfEgH8wyMLOIPl,2011-01-01,0.589,0.821,11,-4.473,1,0.111,0.0143,0,0.112,0.424,77.472,audio_features,7HaggpJGAfEgH8wyMLOIPl,286973,4,17226229,172,2,hiphop
They Know (Dey Know),['Shawty Lo'],['5mNB8ykTlENptzmsxXRtdS'],55,['5mNB8ykTlENptzmsxXRtdS'],6TQANhh0iV17xMeExcH6qj,2007-12-04,0.428,0.714,8,-5.574,1,0.399,0.0895,0,0.766,0.678,110.017,audio_features,6TQANhh0iV17xMeExcH6qj,198093,3,315996,44,1,hiphop
What You Know,['T.I.'],['4OBJLual30L7gRl5UkeRcT'],65,['4OBJLual30L7gRl5UkeRcT'],0CAJdthKDdRjB2h8YOguN6,2006-03-26,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,audio_features,0CAJdthKDdRjB2h8YOguN6,274333,4,4079499,79,1,hiphop
No Hands (feat. Roscoe Dash & Wale),"['Waka Flocka Flame', 'Roscoe Dash', 'Wale']","['6f4XkbvYlXMH0QgVRzW0sM', '0bfX8pF8kuHNCs57Ms4jZb', '67nwj3Y5sZQLl72VNUHEYE']",79,"['6f4XkbvYlXMH0QgVRzW0sM', '0bfX8pF8kuHNCs57Ms4jZb', '67nwj3Y5sZQLl72VNUHEYE']",03tqyYWC9Um2ZqU0ZN849H,2010-10-01,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,audio_features,03tqyYWC9Um2ZqU0ZN849H,263773,4,6076034,212,3,hiphop
Chunk up the Deuce,"['Lil’ Keke', 'UGK']","['1grI9x4Uzos1Asx8JmRW6T', '6ZhjJOJXXwnPS8PrXdmjLw']",57,"['1grI9x4Uzos1Asx8JmRW6T', '6ZhjJOJXXwnPS8PrXdmjLw']",7y5A3Ge2GixgSTwCU6fu5p,1998-06-01,0.93,0.605,11,-6.063,0,0.322,0.0301,0,0.0959,0.857,136.138,audio_features,7y5A3Ge2GixgSTwCU6fu5p,299747,4,1024369,121,2,hiphop
Back That Azz Up,"['JUVENILE', 'Lil Wayne', 'Mannie Fresh']","['0rG0AZBscc8S8q1ahIsasI', '55Aa2cqylxrFIXC767Z865', '0fbFfVckGKsDbAfYnB5mD1']",72,"['0rG0AZBscc8S8q1ahIsasI', '55Aa2cqylxrFIXC767Z865', '0fbFfVckGKsDbAfYnB5mD1']",6o2g1BJvtYQssH84kBYs7y,1998-01-01,0.874,0.714,7,-6.664,1,0.129,0.0155,0,0.0968,0.541,95.826,audio_features,6o2g1BJvtYQssH84kBYs7y,265600,4,12601704,213,3,hiphop
How Ya Do Dat,"['Young Bleed', 'Master P', 'C-Loc', ""Steady Mobb'n"", 'King George', 'Gangsta T', 'Silkk The Shocker']","['5GQgxUq4MOuXXV99WrRuev', '7zICaxnDB9ZprDSiFpvbbW', '2DrrWEQmdjvBKIDkqbGva2', '7A5pYHTMQQGjyR62PzuRCQ', '70OWDCBJlG60nShbP5QwE5', '6pAN95w6lrXlJqyyhjlPaa', '0iEVT8dLNSSmipPOrDGu2z']",55,"['5GQgxUq4MOuXXV99WrRuev', '7zICaxnDB9ZprDSiFpvbbW', '2DrrWEQmdjvBKIDkqbGva2', '7A5pYHTMQQGjyR62PzuRCQ', '70OWDCBJlG60nShbP5QwE5', '6pAN95w6lrXlJqyyhjlPaa', '0iEVT8dLNSSmipPOrDGu2z']",1KLhUURHRl72xGO5A94lme,1998-01-01,0.788,0.451,1,-9.313,1,0.318,0.118,0,0.134,0.302,89.97,audio_features,1KLhUURHRl72xGO5A94lme,271067,4,1252329,317,7,hiphop
You Don't Want Drama,['8Ball & MJG'],['7iUhmKPNkkPPS6FCQxqtNq'],51,['7iUhmKPNkkPPS6FCQxqtNq'],48F4fY1pKOTWN1H8q99dJE,2005-10-04,0.777,0.871,7,-5.588,1,0.236,0.00998,0,0.366,0.624,140.098,audio_features,48F4fY1pKOTWN1H8q99dJE,273973,4,253120,51,1,hiphop
#1 Stunna,"['Big Tymers', 'JUVENILE', 'Lil Wayne']","['4jWGfUCFeTu5e0wprRhHXR', '0rG0AZBscc8S8q1ahIsasI', '55Aa2cqylxrFIXC767Z865']",54,"['4jWGfUCFeTu5e0wprRhHXR', '0rG0AZBscc8S8q1ahIsasI', '55Aa2cqylxrFIXC767Z865']",7kBdenpTmgWfAz9clmBcok,2000-01-01,0.552,0.842,8,-4.961,1,0.285,0.0176,0.00327,0.258,0.561,89.017,audio_features,7kBdenpTmgWfAz9clmBcok,281960,4,12895483,209,3,hiphop
Top Back,['T.I.'],['4OBJLual30L7gRl5UkeRcT'],58,['4OBJLual30L7gRl5UkeRcT'],4LE8fR53Pjd6xmHBUlxArg,2006-03-26,0.597,0.678,2,-5.743,1,0.3,0.0103,0,0.381,0.659,160.074,audio_features,4LE8fR53Pjd6xmHBUlxArg,282413,4,4079499,79,1,hiphop
Damn! (feat. Lil' Jon) - Club Mix,"['Youngbloodz', 'Lil Jon']","['2OqENqJFXPORP4BUGnu2Qq', '7sfl4Xt5KmfyDs2T3SVSMK']",58,"['2OqENqJFXPORP4BUGnu2Qq', '7sfl4Xt5KmfyDs2T3SVSMK']",5TpaWJKnuyA4MjzAbFXSTQ,2003-07-25,0.772,0.724,6,-5.799,0,0.307,0.0149,0,0.355,0.518,84.038,audio_features,5TpaWJKnuyA4MjzAbFXSTQ,298600,4,1717812,128,2,hiphop
All The Way Turnt Up,"['Roscoe Dash', 'Soulja Boy']","['0bfX8pF8kuHNCs57Ms4jZb', '6GMYJwaziB4ekv1Y6wCDWS']",57,"['0bfX8pF8kuHNCs57Ms4jZb', '6GMYJwaziB4ekv1Y6wCDWS']",4YAtIop3U0HsJ7jE94BCmX,2010-01-01,0.512,0.965,11,-2.862,0,0.0842,0.000889,0,0.264,0.743,132.007,audio_features,4YAtIop3U0HsJ7jE94BCmX,293720,4,1680224,138,2,hiphop
Hard in Da Paint,['Waka Flocka Flame'],['6f4XkbvYlXMH0QgVRzW0sM'],67,['6f4XkbvYlXMH0QgVRzW0sM'],3XQY8kDjI8LARMIC9xkxQk,2010-10-01,0.611,0.66,11,-5.883,1,0.0839,0.198,0,0.365,0.583,71.544,audio_features,3XQY8kDjI8LARMIC9xkxQk,246387,4,2358233,70,1,hiphop
Ain't I (Remix),"['Yung L.A.', 'Young Dro']","['5xUMw9vaS567MBBjsoLslo', '3ZooCJzNMTLpmJaIRUEorI']",47,"['5xUMw9vaS567MBBjsoLslo', '3ZooCJzNMTLpmJaIRUEorI']",0CAh5ReeIyCizdQrZHPG9v,2012-01-03,0.514,0.838,11,-5.353,1,0.0649,0.00297,0,0.593,0.324,77.491,audio_features,0CAh5ReeIyCizdQrZHPG9v,224427,4,791807,94,2,hiphop
Smile,['Scarface'],['19KwjzvIL92r29IINtlPNP'],49,['19KwjzvIL92r29IINtlPNP'],6wvfISRCQBOEpIvhX6UsDj,1997,0.724,0.399,5,-10.153,0,0.262,0.0652,0,0.165,0.461,77.812,audio_features,6wvfISRCQBOEpIvhX6UsDj,300693,4,712230,62,1,hiphop
Slow Motion,"['JUVENILE', 'Soulja Slim']","['0rG0AZBscc8S8q1ahIsasI', '6tBnRI3ubWYclKSbGvGtKd']",69,"['0rG0AZBscc8S8q1ahIsasI', '6tBnRI3ubWYclKSbGvGtKd']",6ihObRBTB8xdSH2mlERtOX,2003-01-01,0.713,0.734,0,-4.894,0,0.325,0.548,0,0.0687,0.89,172.872,audio_features,6ihObRBTB8xdSH2mlERtOX,248200,4,1072812,117,2,hiphop
Stay Fly,['Three 6 Mafia'],['26s8LSolLfCIY88ysQbIuT'],75,['26s8LSolLfCIY88ysQbIuT'],5MYFw4T2gy52pOGBN4EYHS,2005-09-27,0.789,0.881,11,-5.758,1,0.0331,0.109,0,0.355,0.647,133.299,audio_features,5MYFw4T2gy52pOGBN4EYHS,236600,4,985305,70,1,hiphop
ATLiens,['Outkast'],['1G9G7WwrXka3Z1r7aIDjI7'],71,['1G9G7WwrXka3Z1r7aIDjI7'],2vfvGlqCB7oertO5VLE0sz,1996-08-27,0.918,0.734,11,-2.832,0,0.269,0.0296,8.01e-06,0.191,0.608,97.044,audio_features,2vfvGlqCB7oertO5VLE0sz,230693,4,1884214,78,1,hiphop
Shoulder Lean (feat. T.I.),"['Young Dro', 'T.I.']","['3ZooCJzNMTLpmJaIRUEorI', '4OBJLual30L7gRl5UkeRcT']",59,"['3ZooCJzNMTLpmJaIRUEorI', '4OBJLual30L7gRl5UkeRcT']",2OqYarizUUGzSSNHPrDEii,2006-06-27,0.7,0.518,4,-7.191,0,0.177,0.0471,0,0.1,0.542,75.973,audio_features,2OqYarizUUGzSSNHPrDEii,258680,4,4780538,133,2,hiphop
B.M.F. (Blowin' Money Fast),"['Rick Ross', 'Styles P']","['1sBkRIssrMs1AbVkOJbc7a', '2x8KDZdSONA3872CnhaAlX']",62,"['1sBkRIssrMs1AbVkOJbc7a', '2x8KDZdSONA3872CnhaAlX']",35QGdv6aFbIaLM0Ozr3rHt,2010-01-01,0.72,0.863,2,-4.226,1,0.0562,0.0174,0,0.178,0.363,139.98,audio_features,35QGdv6aFbIaLM0Ozr3rHt,250307,4,6159303,149,2,hiphop
Game Over,"[""Lil' Flip""]",['4Q5sPmM8j4SpMqL4UA1DtS'],56,['4Q5sPmM8j4SpMqL4UA1DtS'],79lmvU7Qmc8QpXilbSk37z,2004-03-30,0.813,0.59,8,-8.998,1,0.378,0.00106,5.07e-05,0.0809,0.602,159.961,audio_features,79lmvU7Qmc8QpXilbSk37z,232467,4,462126,58,1,hiphop
Chickenhead (feat. La Chat & Three 6 Mafia),"['Project Pat', 'La Chat', 'Three 6 Mafia']","['08Ld63UgKrJ0nZnCkzHtzc', '5hDwYJ7KaXEQV2XBeijKNt', '26s8LSolLfCIY88ysQbIuT']",58,"['08Ld63UgKrJ0nZnCkzHtzc', '5hDwYJ7KaXEQV2XBeijKNt', '26s8LSolLfCIY88ysQbIuT']",4k5xJOxoJbMW5sdkZGOezj,2001-02-13,0.862,0.746,7,-5.729,1,0.259,0.0105,0,0.142,0.882,156.12,audio_features,4k5xJOxoJbMW5sdkZGOezj,255360,4,1619911,192,3,hiphop
85/Billy Dee Interlude,['Youngbloodz'],['2OqENqJFXPORP4BUGnu2Qq'],52,['2OqENqJFXPORP4BUGnu2Qq'],1eYyfFDQJGRhQ55jlbtqrG,1999,0.793,0.596,7,-7.426,1,0.392,0.0303,1.17e-05,0.623,0.708,82.113,audio_features,1eYyfFDQJGRhQ55jlbtqrG,269693,4,466338,52,1,hiphop
Let Me Know (feat. Kalan.FrFr),"['OHGEESY', 'Kalan.FrFr']","['3ppQEG71r7jVpI8RudzycF', '47TMF0JlFsz01KilGzc5Ly']",48,"['3ppQEG71r7jVpI8RudzycF', '47TMF0JlFsz01KilGzc5Ly']",2ZFFX9m6T3vsB9yJoURXZH,2022-02-18,0.878,0.703,1,-5.808,1,0.122,0.156,2.01e-06,0.136,0.912,108.059,audio_features,2ZFFX9m6T3vsB9yJoURXZH,177778,4,183045,127,2,hiphop
