track name,artists names,artists ids,track popularity,artist ids,track id,release date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,follow,pop,num artist,genre
Only Love,"['Tycho', 'Benjamin Gibbard']","['5oOhM2DFWab8XhSdQiITry', '4CvZd3qzC2HbLxAoAEBRIL']",38,"['5oOhM2DFWab8XhSdQiITry', '4CvZd3qzC2HbLxAoAEBRIL']",21QJJMA4SjQ7qXfTVE7wlw,2021-07-13,0.615,0.653,0,-10.176,1,0.0322,0.0601,0.181,0.125,0.496,137.033,audio_features,21QJJMA4SjQ7qXfTVE7wlw,285985,4,689117,109,2,edm_dance
Fine Little Rhythm,['Nick Leng'],['2fR4D8OveDTHMvCvm7paAO'],41,['2fR4D8OveDTHMvCvm7paAO'],2YPAhxlPU2tcdlS4YSx5PA,2021-05-21,0.63,0.835,6,-7.664,1,0.0434,0.00808,0.000102,0.523,0.602,136.986,audio_features,2YPAhxlPU2tcdlS4YSx5PA,211307,4,25706,48,1,edm_dance
Don't Be Afraid,"['Diplo', 'Damian Lazarus', 'Jungle']","['5fMUXHkw8R8eOP2RNVYEZX', '3EIJ8wiUHbgkRCt5cpRrQv', '59oA5WbbQvomJz2BuRG071']",56,"['5fMUXHkw8R8eOP2RNVYEZX', '3EIJ8wiUHbgkRCt5cpRrQv', '59oA5WbbQvomJz2BuRG071']",7BVTMH2x5dTcZxfp6rT6ce,2021-06-23,0.713,0.79,5,-5.421,0,0.0548,6.89e-05,0.314,0.134,0.631,124.983,audio_features,7BVTMH2x5dTcZxfp6rT6ce,203245,4,3215578,204,3,edm_dance
If We Only Had,['Liam Mour'],['5XaT1otgH5hpyqjkDbt8d0'],45,['5XaT1otgH5hpyqjkDbt8d0'],2h5mbuL0DFueiKstOhEuDo,2021-07-02,0.655,0.75,8,-8.591,1,0.0404,0.0979,0.904,0.076,0.391,121.005,audio_features,2h5mbuL0DFueiKstOhEuDo,305800,4,3396,43,1,edm_dance
Here I Go Again,['Mindchatter'],['1He0ZKninbT4FMEV9hUZKn'],47,['1He0ZKninbT4FMEV9hUZKn'],2ZYHsRsl1E3FGKaZgTUMF1,2021-07-23,0.781,0.535,10,-12.866,0,0.0658,0.0368,0.339,0.108,0.554,123.96,audio_features,2ZYHsRsl1E3FGKaZgTUMF1,220325,4,28903,52,1,edm_dance
A Dream I Have,['Totally Enormous Extinct Dinosaurs'],['0g3NiCRhEv7M4SEDMrpItN'],36,['0g3NiCRhEv7M4SEDMrpItN'],04IEe7T9LrB5tnrydpSHFg,2021-10-13,0.779,0.822,11,-5.392,0,0.0451,0.0133,0.863,0.406,0.329,123.018,audio_features,04IEe7T9LrB5tnrydpSHFg,273995,4,159817,57,1,edm_dance
Strike,['Little Monarch'],['1zeHZCkBteZhJHsRI9qv29'],45,['1zeHZCkBteZhJHsRI9qv29'],66mRLX5KLp69nz6oAcvTLQ,2021-06-25,0.732,0.505,3,-9.415,0,0.0781,0.404,0.0153,0.0749,0.499,116.009,audio_features,66mRLX5KLp69nz6oAcvTLQ,173290,4,7157,36,1,edm_dance
"California, Pt. I",['Godford'],['4pUwtnbS6FdBniLp410AOu'],44,['4pUwtnbS6FdBniLp410AOu'],7jZdaKyarANolzHVosOglg,2021-07-21,0.722,0.596,6,-11.639,0,0.0329,0.0799,0.393,0.496,0.647,117.98,audio_features,7jZdaKyarANolzHVosOglg,185212,4,16731,51,1,edm_dance
The Way You Make Me Feel,"['The Kount', 'Marc Rebillet', 'Moods']","['24OnVX6EYwtu7P3jpMenPY', '72udTJKu1pGovvS9aCYGMI', '14uVJsPC4DByeuD0cq36ez']",54,"['24OnVX6EYwtu7P3jpMenPY', '72udTJKu1pGovvS9aCYGMI', '14uVJsPC4DByeuD0cq36ez']",7iXA7a53fVKxPJFJvebJ8P,2021-10-13,0.855,0.641,10,-8.977,0,0.38,0.24,0.0002,0.0988,0.651,93.07,audio_features,7iXA7a53fVKxPJFJvebJ8P,204516,4,377654,158,3,edm_dance
I Feel High (with L'Impératrice),"['Poolside', ""L'Impératrice""]","['5szdY7KaSi7epwyffrbV8c', '4PwlsrN0t5mLN0C827cbEU']",45,"['5szdY7KaSi7epwyffrbV8c', '4PwlsrN0t5mLN0C827cbEU']",4OMmBb1DjcGzGGuWQ9BrEa,2021-04-20,0.773,0.471,4,-8.867,0,0.0554,0.052,0.163,0.0963,0.213,101.99,audio_features,4OMmBb1DjcGzGGuWQ9BrEa,262333,4,548546,130,2,edm_dance
Take You Higher,['LEISURE'],['7b04D0yLktCUpvxQBhmG7R'],42,['7b04D0yLktCUpvxQBhmG7R'],5Gj093wqSqVk6AEaAh28la,2021-05-28,0.785,0.511,10,-8.307,0,0.0389,0.036,0.0456,0.114,0.741,98.027,audio_features,5Gj093wqSqVk6AEaAh28la,228853,4,134453,62,1,edm_dance
Recap (with VanJess & Channel Tres),"['Kito', 'VanJess', 'Channel Tres']","['3FLUBwpAnaIlIKeaBfsxFe', '0Ek89uaJyo6NfWK22awFvI', '4cUkGQyhLFqKHBtL58HYVp']",64,"['3FLUBwpAnaIlIKeaBfsxFe', '0Ek89uaJyo6NfWK22awFvI', '4cUkGQyhLFqKHBtL58HYVp']",2m3RjRXib3un5AEh08k8Fe,2021-02-02,0.771,0.553,11,-8.741,0,0.121,0.0166,3.78e-05,0.145,0.484,115.002,audio_features,2m3RjRXib3un5AEh08k8Fe,177725,4,348400,190,3,edm_dance
All Made Up,['Squidgenini'],['0XLJ5ey68Qg726cnVNOc2r'],47,['0XLJ5ey68Qg726cnVNOc2r'],71nnIbgnEsxPXyubrlNf6Z,2021-05-07,0.62,0.58,9,-8.969,1,0.337,0.347,0.000181,0.077,0.255,119.896,audio_features,71nnIbgnEsxPXyubrlNf6Z,250519,4,1451,34,1,edm_dance
Must Be Love (feat. Electric Fields),"['Tseba', 'Electric Fields']","['5GDVlpxmmh7VMNQMVpxRjf', '06SobozDGSP0TMCYgMW0M5']",49,"['5GDVlpxmmh7VMNQMVpxRjf', '06SobozDGSP0TMCYgMW0M5']",4sVKF8qaWjwt9WatIfXAHU,2021-05-07,0.543,0.922,5,-5.521,1,0.112,0.0598,0.159,0.109,0.73,121.984,audio_features,4sVKF8qaWjwt9WatIfXAHU,270145,4,13031,83,2,edm_dance
MACHINE,['Mild Minds'],['3Ka3k9K2WStR52UJVtbJZW'],47,['3Ka3k9K2WStR52UJVtbJZW'],0nGqpM1FC31Pnofc8K4b1h,2021-09-01,0.554,0.721,9,-6.49,0,0.0404,0.0394,0.693,0.107,0.198,101.998,audio_features,0nGqpM1FC31Pnofc8K4b1h,197019,4,13097,50,1,edm_dance
Guy - L’Impératrice Remix,"['Remi Wolf', 'L’Impératrice']","['0NB5HROxc8dDBXpkIi1v3d', '5dFSooV44ddBp3SJ9yVFy4']",40,"['0NB5HROxc8dDBXpkIi1v3d', '5dFSooV44ddBp3SJ9yVFy4']",5wsKiOZoRGpSbPS0bidI4D,2021-05-05,0.706,0.706,11,-6.976,0,0.0469,0.0731,0.00224,0.329,0.476,98.052,audio_features,5wsKiOZoRGpSbPS0bidI4D,260169,4,241581,94,2,edm_dance
Strangers,['Roosevelt'],['4AQrqVz6BYwy29iMxcGtx7'],0,['4AQrqVz6BYwy29iMxcGtx7'],3OG1FcdabAqljk4irWH3Uu,2020-12-09,0.65,0.883,0,-4.711,0,0.0712,0.0714,0.835,0.079,0.891,106.014,audio_features,3OG1FcdabAqljk4irWH3Uu,220726,4,206651,63,1,edm_dance
Escalator,['Ritt Momney'],['7MPGCB854Qo4alYMOPkBka'],48,['7MPGCB854Qo4alYMOPkBka'],0FpsrB0Kivu69LD8TaywhD,2021-06-11,0.789,0.297,0,-8.399,1,0.0885,0.688,0.567,0.109,0.497,153.044,audio_features,0FpsrB0Kivu69LD8TaywhD,146298,1,110590,67,1,edm_dance
Is There Any Love,['Twin Shadow'],['6fLrPFLWLSCrp7gcTZXcKb'],46,['6fLrPFLWLSCrp7gcTZXcKb'],0hbEgkyRH0O8onQjSyRg1t,2021-07-09,0.816,0.831,5,-4.65,0,0.0778,0.058,0.00469,0.122,0.925,112.98,audio_features,0hbEgkyRH0O8onQjSyRg1t,207587,4,198550,56,1,edm_dance
Rosewood,['Bonobo'],['0cmWgDlu9CwTgxPhf403hb'],63,['0cmWgDlu9CwTgxPhf403hb'],3MOhipHFUkGpS0rV7cKrJO,2021-10-06,0.757,0.637,10,-9.451,0,0.0432,0.0668,0.485,0.191,0.429,121.009,audio_features,3MOhipHFUkGpS0rV7cKrJO,242773,4,1211976,70,1,edm_dance
Say Yes,"['TOKiMONSTA', 'VanJess']","['3VwKSHAfgzV1DOHV0aANCI', '0Ek89uaJyo6NfWK22awFvI']",54,"['3VwKSHAfgzV1DOHV0aANCI', '0Ek89uaJyo6NfWK22awFvI']",0gfZlbWWWd1VKvwQHOI0wS,2021-06-04,0.737,0.768,5,-6.084,0,0.0587,0.167,0.00465,0.102,0.385,121.014,audio_features,0gfZlbWWWd1VKvwQHOI0wS,233658,4,411787,119,2,edm_dance
R U HIGH (feat. Mallrat),"['The Knocks', 'Mallrat']","['2x7EATekOPhFGRx3syMGEC', '4OSArit7O2Jaj4mgf3YN7A']",65,"['2x7EATekOPhFGRx3syMGEC', '4OSArit7O2Jaj4mgf3YN7A']",1nyyEarKbjbGm3iJqvZknV,2021-03-26,0.739,0.628,8,-4.137,1,0.0703,0.0245,0,0.266,0.634,120.944,audio_features,1nyyEarKbjbGm3iJqvZknV,239457,4,342367,131,2,edm_dance
Tunnel,"['Polo & Pan', 'Channel Tres']","['45yEuthJ9yq1rNXAOpBnqM', '4cUkGQyhLFqKHBtL58HYVp']",60,"['45yEuthJ9yq1rNXAOpBnqM', '4cUkGQyhLFqKHBtL58HYVp']",3ys5J8MAFYex3zO7n9VduT,2021-06-04,0.73,0.505,2,-9.248,1,0.0606,0.119,0.711,0.148,0.38,119.995,audio_features,3ys5J8MAFYex3zO7n9VduT,310573,4,737361,134,2,edm_dance
Ron Burgundy,['Louis Futon'],['79ffq2PHS5TDmgnHhAyudW'],34,['79ffq2PHS5TDmgnHhAyudW'],5M7gQQt5kVfCzzxzlXT4Ny,2021-08-25,0.635,0.769,1,-6.687,1,0.0759,0.121,0.251,0.524,0.752,108.044,audio_features,5M7gQQt5kVfCzzxzlXT4Ny,181438,4,66323,51,1,edm_dance
Esther,"['BAYNK', 'Tinashe']","['28yVvEvA2lT3K5RNIhV1Dj', '0NIIxcxNHmOoyBx03SfTCD']",5,"['28yVvEvA2lT3K5RNIhV1Dj', '0NIIxcxNHmOoyBx03SfTCD']",3PWpjbSHuAe5UIKLmeEtj9,2021-07-15,0.828,0.502,0,-6.053,1,0.0445,0.172,0.00102,0.0544,0.677,105.953,audio_features,3PWpjbSHuAe5UIKLmeEtj9,192139,4,2399581,142,2,edm_dance
Avenue Of The Fireflies,['Flamingosis'],['75cW8FFekyCjj0mfZM1Gfb'],37,['75cW8FFekyCjj0mfZM1Gfb'],4sFLrUl0Omp65zLQEJZcNB,2021-06-25,0.718,0.823,6,-11.61,0,0.0957,0.0117,0.527,0.752,0.749,105.991,audio_features,4sFLrUl0Omp65zLQEJZcNB,219623,4,140302,54,1,edm_dance
Straight Up Relaxin' (feat. Cosmo's Midnight),"['Yung Bae', ""Cosmo's Midnight""]","['30FDJPN3RtwJZ20g5YGCRX', '4VivsO1n4n2Mi2Btyb5gfL']",57,"['30FDJPN3RtwJZ20g5YGCRX', '4VivsO1n4n2Mi2Btyb5gfL']",342xhiMfFuR0zXbG35VIjy,2021-12-02,0.674,0.667,9,-7.212,1,0.3,0.0677,3.67e-06,0.125,0.715,110.004,audio_features,342xhiMfFuR0zXbG35VIjy,242848,4,274743,123,2,edm_dance
Ruthless,['Cannons'],['7FtCyCJCJaxabYO7Uyda5B'],57,['7FtCyCJCJaxabYO7Uyda5B'],4okcOFaWiH7Zl22gIRIA7M,2021-10-22,0.558,0.743,8,-6.644,1,0.039,0.0137,0.00279,0.102,0.402,127.888,audio_features,4okcOFaWiH7Zl22gIRIA7M,205313,4,129527,65,1,edm_dance
Pup Slushy,['Loverground'],['3SvoerawAn5RAZ2N9osc3z'],45,['3SvoerawAn5RAZ2N9osc3z'],1DPZj1aBYDjY3245z0Ri8K,2021-04-29,0.854,0.549,9,-14.63,0,0.0687,0.159,0.435,0.111,0.735,116.986,audio_features,1DPZj1aBYDjY3245z0Ri8K,329463,4,2144,43,1,edm_dance
Indecisive (feat. Tommy Genesis),"['spill tab', 'Tommy Genesis']","['3qqkHeEhezlIaNj1vFYH2r', '2qDdxfKUpYg8wc49KIuT3b']",42,"['3qqkHeEhezlIaNj1vFYH2r', '2qDdxfKUpYg8wc49KIuT3b']",2tQsKH9WgQSGbuV7GQXeP9,2021-08-10,0.632,0.684,9,-6.172,1,0.236,0.311,0,0.161,0.506,72.61,audio_features,2tQsKH9WgQSGbuV7GQXeP9,135517,4,200644,110,2,edm_dance
Iron,['Tennyson'],['3Nb8N20WChM0swo5qWTvm8'],44,['3Nb8N20WChM0swo5qWTvm8'],2oVI4RJpbUIHU61q6Gf4pw,2021-11-16,0.799,0.682,1,-9.758,1,0.0494,0.309,0.835,0.0887,0.432,116.496,audio_features,2oVI4RJpbUIHU61q6Gf4pw,216440,4,74801,53,1,edm_dance
Gold,"['Austin Millz', 'Aluna']","['43UmVQp9qZILibJ5vHq21k', '5ITI6SEoUZMIXXkzCfr4oE']",52,"['43UmVQp9qZILibJ5vHq21k', '5ITI6SEoUZMIXXkzCfr4oE']",5Dz6wdHlI45KAOBAfMSJRS,2021-09-10,0.713,0.737,8,-5.462,1,0.0894,0.265,7.22e-05,0.211,0.533,117.085,audio_features,5Dz6wdHlI45KAOBAfMSJRS,175417,4,43000,113,2,edm_dance
What I Want,"['nimino', 'Tori Romo']","['5x0R3zoC09GMiRJomoexLV', '3uuKpwmr7SsX9lVp4AGG5x']",36,"['5x0R3zoC09GMiRJomoexLV', '3uuKpwmr7SsX9lVp4AGG5x']",58e40p8zCiVLRwFF6oX9iY,2021-05-04,0.782,0.449,8,-10.136,0,0.308,0.71,0.000811,0.345,0.354,106.904,audio_features,58e40p8zCiVLRwFF6oX9iY,192801,4,8618,81,2,edm_dance
Lost In Space (feat. SG Lewis),"['Folamour', 'SG Lewis']","['6pJY5At9SiMpAOBrw9YosS', '0GG2cWaonE4JPrjcCCQ1EG']",45,"['6pJY5At9SiMpAOBrw9YosS', '0GG2cWaonE4JPrjcCCQ1EG']",142MW1OLW8GobITMDIhMCD,2021-05-05,0.671,0.649,8,-6.869,0,0.379,0.0242,3.76e-06,0.0395,0.512,120.632,audio_features,142MW1OLW8GobITMDIhMCD,143947,4,393151,126,2,edm_dance
Inner Light - Barry Can’t Swim Remix,"['Elderbrook', 'Bob Moses', ""Barry Can't Swim""]","['2vf4pRsEY6LpL5tKmqWb64', '6LHsnRBUYhFyt01PdKXAF5', '0vTVU0KH0CVzijsoKGsTPl']",49,"['2vf4pRsEY6LpL5tKmqWb64', '6LHsnRBUYhFyt01PdKXAF5', '0vTVU0KH0CVzijsoKGsTPl']",0luVePRe2Z1wnYxULh5LGh,2021-12-10,0.662,0.733,6,-9.493,0,0.0368,0.0341,0.895,0.108,0.456,125.984,audio_features,0luVePRe2Z1wnYxULh5LGh,244526,4,558769,190,3,edm_dance
Running Around,['Sampology'],['4si18qS80CBDvSo59qthZJ'],44,['4si18qS80CBDvSo59qthZJ'],2bnayGAnFWqebodBao1xv8,2021-09-03,0.771,0.522,10,-12.304,0,0.0571,0.167,0.103,0.105,0.8,121.003,audio_features,2bnayGAnFWqebodBao1xv8,225049,4,4403,36,1,edm_dance
Things I Thought Were Mine,['Alfie Templeman'],['6QzMY3tnu0m56eKUnr4uCF'],0,['6QzMY3tnu0m56eKUnr4uCF'],2WpMB2RxvNOnStRrT2e2kC,2020-07-15,0.888,0.54,1,-6.071,0,0.134,0.348,0.309,0.0821,0.806,99.992,audio_features,2WpMB2RxvNOnStRrT2e2kC,193165,4,108861,67,1,edm_dance
Low,['Chet Faker'],['6UcJxoeHWWWyT5HZP064om'],58,['6UcJxoeHWWWyT5HZP064om'],52AlJfHPhlkY7OGrb2AjeQ,2020-10-02,0.651,0.533,1,-8.726,1,0.0592,0.131,0.181,0.158,0.573,79.538,audio_features,52AlJfHPhlkY7OGrb2AjeQ,274424,4,254294,66,1,edm_dance
Wildflower,['edapollo'],['5BCLvW3qaUm39VjiZ8INmm'],48,['5BCLvW3qaUm39VjiZ8INmm'],2mIQWWaYinwqKxjEmE8Ave,2021-06-17,0.69,0.83,11,-7.646,1,0.0456,0.391,0.745,0.115,0.32,116.006,audio_features,2mIQWWaYinwqKxjEmE8Ave,218849,4,10510,49,1,edm_dance
Casita,['Goth Babe'],['7o96HO2zrujyATtVsqGhh3'],62,['7o96HO2zrujyATtVsqGhh3'],3HjAGIYYXG7PS7OegQa0xM,2021-09-10,0.647,0.748,11,-8.674,0,0.349,0.379,1.36e-06,0.12,0.523,120.057,audio_features,3HjAGIYYXG7PS7OegQa0xM,206000,4,183235,65,1,edm_dance
Good 2 Yourself,['Life in Sweatpants'],['1gz7b6h7Jmh8Ixn8byJmCQ'],49,['1gz7b6h7Jmh8Ixn8byJmCQ'],14BJVFg03Ep2iytTOSCEy1,2021-04-09,0.645,0.725,2,-8.44,1,0.0714,0.0953,0.2,0.0879,0.67,109.024,audio_features,14BJVFg03Ep2iytTOSCEy1,230089,4,1968,34,1,edm_dance
On My Mind - Short Version,['Roosevelt'],['4AQrqVz6BYwy29iMxcGtx7'],38,['4AQrqVz6BYwy29iMxcGtx7'],72f2k9lWpfT95o7KaWkj7Z,2021-06-23,0.613,0.783,10,-4.103,1,0.145,0.0762,0.000445,0.101,0.335,125.996,audio_features,72f2k9lWpfT95o7KaWkj7Z,237866,4,206651,63,1,edm_dance
Lullaby,['HOLOW'],['0iFmnAL0wjQU7r07tV4J09'],40,['0iFmnAL0wjQU7r07tV4J09'],7JoZ4wyCNjwCTB5GUqlz36,2021-09-24,0.863,0.401,4,-7.975,0,0.436,0.133,9e-06,0.092,0.364,119.856,audio_features,7JoZ4wyCNjwCTB5GUqlz36,152500,4,16407,38,1,edm_dance
Price Tags (feat. Anderson .Paak) - kryptogram Remix,"['Jazmine Sullivan', 'Anderson .Paak', 'kryptogram']","['7gSjFKpVmDgC2MMsnN8CYq', '3jK9MiCrA42lLAdMGUZpwa', '184mGxeseZkY2w05Nr4Tui']",48,"['7gSjFKpVmDgC2MMsnN8CYq', '3jK9MiCrA42lLAdMGUZpwa', '184mGxeseZkY2w05Nr4Tui']",417n6UbUWOdel5iXcROCd0,2021-04-16,0.809,0.876,6,-6.504,1,0.0602,0.0192,8.76e-05,0.372,0.835,118.982,audio_features,417n6UbUWOdel5iXcROCd0,221875,4,3727146,206,3,edm_dance
Wifi Beach,['Brijean'],['2TRNyrjoKJnqSc9G8jCZfb'],1,['2TRNyrjoKJnqSc9G8jCZfb'],5zwaNwnK8r2FzgDXt6n7EF,2021-02-26,0.66,0.956,5,-8.24,1,0.0373,0.0222,0.193,0.221,0.627,125.035,audio_features,5zwaNwnK8r2FzgDXt6n7EF,192656,4,11452,47,1,edm_dance
Can't Do Without (My Baby),"[""Cosmo's Midnight""]",['4VivsO1n4n2Mi2Btyb5gfL'],59,['4VivsO1n4n2Mi2Btyb5gfL'],4hG6H7xPvEleJD9QUEqaAS,2022-02-10,0.654,0.94,9,-6.024,1,0.0633,0.163,0.0766,0.324,0.787,118.001,audio_features,4hG6H7xPvEleJD9QUEqaAS,202254,4,113155,60,1,edm_dance
Changed for the Better,['Weval'],['12tZvy2xFpWSkuJ3FsfisZ'],49,['12tZvy2xFpWSkuJ3FsfisZ'],3XMcylC5T7qYdmg5bMcbiD,2021-09-28,0.741,0.428,7,-11.359,0,0.0501,0.22,0.193,0.0886,0.396,109.016,audio_features,3XMcylC5T7qYdmg5bMcbiD,346787,4,135665,51,1,edm_dance
Nobody Scared,['Porij'],['5Ph4BCHTBnS7CJctvtUDkp'],36,['5Ph4BCHTBnS7CJctvtUDkp'],0XW3UfxGKohQPt7FxaCuHU,2021-04-21,0.793,0.49,11,-11.191,0,0.0382,0.625,0.768,0.105,0.439,115.956,audio_features,0XW3UfxGKohQPt7FxaCuHU,219083,4,8059,42,1,edm_dance
405 - Metronomy x Biig Piig,"['Metronomy', 'Biig Piig']","['54QMjE4toDfiCryzYWCpXX', '4GoD5FJCgC0lbzde7ly44M']",60,"['54QMjE4toDfiCryzYWCpXX', '4GoD5FJCgC0lbzde7ly44M']",1KjLbuPsJmYdZJt0CsyVAg,2021-09-14,0.725,0.455,0,-10.154,1,0.0313,0.227,0.0615,0.128,0.437,129.987,audio_features,1KjLbuPsJmYdZJt0CsyVAg,265506,4,1085365,130,2,edm_dance
Together - il:lo Remix,"['Panama', 'Jerro', 'il:lo']","['3W9UldYu0xJcaOAw2SUTDI', '1WHFu22zN1C6F11Z1rt12K', '0Upbj4hHk4d4UJ0HhnVs4F']",42,"['3W9UldYu0xJcaOAw2SUTDI', '1WHFu22zN1C6F11Z1rt12K', '0Upbj4hHk4d4UJ0HhnVs4F']",0BPH5XY2injvJu0oD0B4S8,2021-05-14,0.665,0.586,9,-12.594,0,0.0402,0.12,0.532,0.092,0.0894,114.004,audio_features,0BPH5XY2injvJu0oD0B4S8,294737,4,148555,170,3,edm_dance
Walk The Beat,['Tierra Whack'],['4lPl9gqgox3JDiaJ1yklKh'],54,['4lPl9gqgox3JDiaJ1yklKh'],1MMO7ytenCjfcWSIFhWvql,2021-08-03,0.828,0.573,7,-11.513,1,0.0884,0.69,0.0963,0.0851,0.316,115.046,audio_features,1MMO7ytenCjfcWSIFhWvql,175508,4,395320,65,1,edm_dance
Eastern Lights,['Tseba'],['5GDVlpxmmh7VMNQMVpxRjf'],51,['5GDVlpxmmh7VMNQMVpxRjf'],0pB9l6GPqjwH46cbxLAVnJ,2021-12-10,0.577,0.943,11,-5.788,0,0.0348,0.00335,0.912,0.252,0.424,124.991,audio_features,0pB9l6GPqjwH46cbxLAVnJ,251715,4,857,42,1,edm_dance
Tjomme - DJ Koze Remix,"['José González', 'DJ Koze']","['6xrCU6zdcSTsG2hLrojpmI', '1kR99O4MgSTasyeJh8UFCg']",46,"['6xrCU6zdcSTsG2hLrojpmI', '1kR99O4MgSTasyeJh8UFCg']",01EWHtr2PejHSQMwh3Z4G9,2021-11-09,0.8,0.761,11,-9.022,0,0.0419,0.116,0.451,0.0827,0.845,112.028,audio_features,01EWHtr2PejHSQMwh3Z4G9,362481,4,1182584,124,2,edm_dance
Naked - Nosaj Thing Remix,"['TOKiMONSTA', 'Channel Tres', 'Nosaj Thing']","['3VwKSHAfgzV1DOHV0aANCI', '4cUkGQyhLFqKHBtL58HYVp', '0IVapwlnM3dEOiMsHXsghT']",42,"['3VwKSHAfgzV1DOHV0aANCI', '4cUkGQyhLFqKHBtL58HYVp', '0IVapwlnM3dEOiMsHXsghT']",4PJhsp3DADV5peo5QlU1oV,2021-10-01,0.8,0.784,1,-8.821,1,0.0591,0.0333,0.606,0.0418,0.284,124.991,audio_features,4PJhsp3DADV5peo5QlU1oV,200973,4,654080,176,3,edm_dance
U Already Know,"['DJ Seinfeld', 'Teira']","['37YzpfBeFju8QRZ3g0Ha1Q', '3M6tK86Oc9mTbCH2kw3RWh']",37,"['37YzpfBeFju8QRZ3g0Ha1Q', '3M6tK86Oc9mTbCH2kw3RWh']",5AyANSMqfkoI2HtZQ5ikPL,2021-06-09,0.715,0.715,8,-5.582,1,0.0507,0.00288,0.142,0.0669,0.65,116.017,audio_features,5AyANSMqfkoI2HtZQ5ikPL,252693,4,56246,83,2,edm_dance
See You Again,['Roosevelt'],['4AQrqVz6BYwy29iMxcGtx7'],56,['4AQrqVz6BYwy29iMxcGtx7'],09RYDCoPd0hiw5RS1gEK8i,2021-02-26,0.613,0.868,5,-5.016,0,0.0466,0.057,0.000702,0.18,0.571,121.972,audio_features,09RYDCoPd0hiw5RS1gEK8i,262798,4,206651,63,1,edm_dance
Make Me One (feat. Xavier Smith),"['Poolside', 'Body Music', 'Bosq', 'Xavier Smith']","['5szdY7KaSi7epwyffrbV8c', '5qNtwyORQUfeWWr84TdPXF', '2tpbLTmBZZcGvcCHX6uw1U', '7pbRmPFQdRQQLPm8RaO6Bb']",42,"['5szdY7KaSi7epwyffrbV8c', '5qNtwyORQUfeWWr84TdPXF', '2tpbLTmBZZcGvcCHX6uw1U', '7pbRmPFQdRQQLPm8RaO6Bb']",5jvEt3iANFPO8U3Q4Ef1al,2021-12-02,0.73,0.554,4,-8.087,0,0.0528,0.0186,0.157,0.11,0.532,114.037,audio_features,5jvEt3iANFPO8U3Q4Ef1al,183973,4,234803,173,4,edm_dance
Pressure,['Triathalon'],['2SaIA1enj83vEmJikZdjQ3'],36,['2SaIA1enj83vEmJikZdjQ3'],1SwMTGhqG7JHdv8yd1lien,2021-06-14,0.268,0.772,9,-10.448,0,0.0351,0.524,0.04,0.315,0.522,141.975,audio_features,1SwMTGhqG7JHdv8yd1lien,209470,4,82218,49,1,edm_dance
Nabi,"['Peggy Gou', 'OHHYUK']","['2mLA48B366zkELXYx7hcDN', '68TCVp5t1Dxi2TvNuYoYK0']",58,"['2mLA48B366zkELXYx7hcDN', '68TCVp5t1Dxi2TvNuYoYK0']",3Bb6SjhcywQ4euKYT2jxmp,2021-06-07,0.581,0.776,1,-11.716,1,0.0509,0.000625,0.358,0.0849,0.736,196.011,audio_features,3Bb6SjhcywQ4euKYT2jxmp,232915,4,466733,112,2,edm_dance
Like When We Were Kids,['Harrison'],['0IbD9X6mgxyaIKT3aqzioT'],35,['0IbD9X6mgxyaIKT3aqzioT'],7kbX93erh3pjxXufIRPAsw,2021-11-30,0.428,0.623,2,-11.179,1,0.054,0.791,0.785,0.0908,0.192,160.729,audio_features,7kbX93erh3pjxXufIRPAsw,120000,3,9832,44,1,edm_dance
More Than A Woman - SG's Paradise Edit,"['Bee Gees', 'SG Lewis']","['1LZEQNv7sE11VDY3SdxQeN', '0GG2cWaonE4JPrjcCCQ1EG']",70,"['1LZEQNv7sE11VDY3SdxQeN', '0GG2cWaonE4JPrjcCCQ1EG']",0L3XCv9i9IHs8cJEVhsJ3J,2021-06-25,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,audio_features,0L3XCv9i9IHs8cJEVhsJ3J,357936,4,5677438,148,2,edm_dance
Lamb's Wool (with Poolside),"['Foster The People', 'Poolside']","['7gP3bB2nilZXLfPHJhMdvc', '5szdY7KaSi7epwyffrbV8c']",51,"['7gP3bB2nilZXLfPHJhMdvc', '5szdY7KaSi7epwyffrbV8c']",2Kv2ihNE3KAztq2GWassEZ,2021-03-26,0.603,0.686,11,-6.754,1,0.0267,0.17,0.00299,0.17,0.9,89.34,audio_features,2Kv2ihNE3KAztq2GWassEZ,294200,4,3596839,141,2,edm_dance
Feels Like Love (feat. MIYA MIYA),"['Syn Cole', 'MIYA MIYA']","['6i1GVNJCyyssRwXmnaeEFH', '62T4eJZxaNKzBzm8qbNnBy']",68,"['6i1GVNJCyyssRwXmnaeEFH', '62T4eJZxaNKzBzm8qbNnBy']",4R4gOp9ybG85RqbrY7JELc,2021-05-14,0.728,0.657,0,-5.329,0,0.042,0.0696,3.41e-06,0.0855,0.772,122.079,audio_features,4R4gOp9ybG85RqbrY7JELc,169672,4,205604,118,2,edm_dance
